transaction_id,user_id,transaction_date,package,amount_usd,credits_purchased
4803,5508,2026-03-01,Max,199.99,3500
4804,11874,2026-06-19,Popular,24.99,300
4805,8595,2026-01-31,Mini,4.99,50
4806,2143,2026-07-17,Creator,49.99,700
4807,14598,2026-04-09,Popular,24.99,300
4808,217,2026-07-06,Pro,99.99,1600
4809,6213,2026-05-30,Max,199.99,3500
4810,12692,2026-07-23,Popular,24.99,300
4811,7669,2026-05-21,Studio,499.99,10000
4812,2189,2026-06-10,Creator,49.99,700
4813,1362,2026-03-12,Starter,9.99,110
4814,12000,2026-04-29,Starter,9.99,110
4815,14133,2026-05-15,Creator,49.99,700
4816,14561,2026-04-20,Max,199.99,3500
4817,8088,2026-08-16,Max,199.99,3500
4818,11774,2026-08-15,Starter,9.99,110
4819,4733,2026-08-18,Pro,99.99,1600
4820,3586,2026-02-12,Pro,99.99,1600
4821,6255,2026-04-03,Mini,4.99,50
4822,5392,2026-03-14,Max,199.99,3500
4823,2694,2026-02-26,Starter,9.99,110
4824,1860,2026-06-07,Creator,49.99,700
4825,4110,2026-08-11,Popular,24.99,300
4826,2703,2026-05-21,Pro,99.99,1600
4827,7900,2026-01-13,Starter,9.99,110
4828,10634,2026-08-15,Popular,24.99,300
4829,8110,2026-04-27,Popular,24.99,300
4830,6754,2026-06-04,Max,199.99,3500
4831,12606,2026-04-10,Creator,49.99,700
4832,11675,2026-08-14,Pro,99.99,1600
4833,12012,2026-08-27,Starter,9.99,110
4834,2037,2026-07-09,Popular,24.99,300
4835,9389,2026-03-04,Studio,499.99,10000
4836,126,2026-05-23,Starter,9.99,110
4837,8877,2026-03-02,Starter,9.99,110
4838,7463,2026-08-16,Starter,9.99,110
4839,6948,2026-02-15,Creator,49.99,700
4840,12755,2026-01-02,Popular,24.99,300
4841,11270,2026-01-20,Creator,49.99,700
4842,5144,2026-04-21,Starter,9.99,110
4843,14407,2026-02-08,Starter,9.99,110
4844,1757,2026-04-23,Mini,4.99,50
4845,12808,2026-03-25,Starter,9.99,110
4846,8768,2026-08-28,Pro,99.99,1600
4847,6735,2026-08-19,Creator,49.99,700
4848,7190,2026-03-15,Creator,49.99,700
4849,14019,2026-02-24,Pro,99.99,1600
4850,6117,2026-03-11,Pro,99.99,1600
4851,10194,2026-08-10,Starter,9.99,110
4852,9359,2026-05-08,Popular,24.99,300
4853,437,2026-02-03,Creator,49.99,700
4854,1821,2026-05-18,Starter,9.99,110
4855,55,2026-01-16,Pro,99.99,1600
4856,11114,2026-07-25,Popular,24.99,300
4857,5192,2026-06-26,Pro,99.99,1600
4858,5920,2026-08-28,Pro,99.99,1600
4859,10957,2026-02-08,Starter,9.99,110
4860,13643,2026-02-18,Pro,99.99,1600
4861,9418,2026-06-26,Starter,9.99,110
4862,1573,2026-07-22,Popular,24.99,300
4863,6271,2026-05-16,Mini,4.99,50
4864,5519,2026-01-02,Starter,9.99,110
4865,1342,2026-05-17,Mini,4.99,50
4866,8108,2026-01-06,Creator,49.99,700
4867,12277,2026-04-18,Popular,24.99,300
4868,14730,2026-07-01,Creator,49.99,700
4869,9975,2026-02-17,Starter,9.99,110
4870,8121,2026-06-18,Popular,24.99,300
4871,5303,2026-03-15,Max,199.99,3500
4872,6883,2026-04-27,Popular,24.99,300
4873,4658,2026-01-23,Popular,24.99,300
4874,9998,2026-08-24,Studio,499.99,10000
4875,7618,2026-03-21,Starter,9.99,110
4876,1506,2026-01-10,Creator,49.99,700
4877,9172,2026-03-10,Popular,24.99,300
4878,9042,2026-04-20,Popular,24.99,300
4879,14083,2026-01-02,Max,199.99,3500
4880,6491,2026-02-04,Starter,9.99,110
4881,8529,2026-06-22,Max,199.99,3500
4882,2885,2026-03-14,Creator,49.99,700
4883,1583,2026-02-15,Creator,49.99,700
4884,123,2026-05-16,Starter,9.99,110
4885,1681,2026-01-29,Starter,9.99,110
4886,6878,2026-01-26,Starter,9.99,110
4887,6335,2026-03-02,Creator,49.99,700
4888,4788,2026-05-16,Pro,99.99,1600
4889,3983,2026-06-11,Popular,24.99,300
4890,11737,2026-01-16,Mini,4.99,50
4891,5131,2026-01-12,Popular,24.99,300
4892,9632,2026-07-05,Mini,4.99,50
4893,1430,2026-06-11,Max,199.99,3500
4894,3740,2026-05-23,Pro,99.99,1600
4895,14295,2026-06-07,Creator,49.99,700
4896,9103,2026-01-25,Popular,24.99,300
4897,2277,2026-05-07,Max,199.99,3500
4898,12435,2026-01-08,Popular,24.99,300
4899,14334,2026-03-20,Starter,9.99,110
4900,5702,2026-06-05,Creator,49.99,700
4901,3950,2026-01-05,Creator,49.99,700
4902,6851,2026-03-19,Popular,24.99,300
4903,3326,2026-03-23,Popular,24.99,300
4904,3624,2026-01-21,Creator,49.99,700
4905,14749,2026-08-13,Popular,24.99,300
4906,7753,2026-07-20,Studio,499.99,10000
4907,12493,2026-04-26,Creator,49.99,700
4908,10725,2026-01-22,Pro,99.99,1600
4909,8796,2026-07-15,Pro,99.99,1600
4910,413,2026-02-23,Popular,24.99,300
4911,464,2026-06-13,Pro,99.99,1600
4912,13532,2026-04-04,Creator,49.99,700
4913,8817,2026-05-30,Popular,24.99,300
4914,13251,2026-07-17,Popular,24.99,300
4915,2025,2026-04-28,Starter,9.99,110
4916,11440,2026-05-28,Studio,499.99,10000
4917,14598,2026-03-15,Starter,9.99,110
4918,12139,2026-08-10,Mini,4.99,50
4919,2773,2026-06-28,Popular,24.99,300
4920,10147,2026-02-04,Starter,9.99,110
4921,10448,2026-08-03,Studio,499.99,10000
4922,4864,2026-03-06,Pro,99.99,1600
4923,10949,2026-03-11,Mini,4.99,50
4924,9794,2026-08-27,Studio,499.99,10000
4925,2363,2026-02-22,Pro,99.99,1600
4926,5874,2026-05-01,Max,199.99,3500
4927,9575,2026-06-25,Starter,9.99,110
4928,11861,2026-05-06,Studio,499.99,10000
4929,12077,2026-01-16,Creator,49.99,700
4930,11818,2026-07-05,Starter,9.99,110
4931,6186,2026-04-04,Studio,499.99,10000
4932,8956,2026-06-29,Starter,9.99,110
4933,9103,2026-07-21,Popular,24.99,300
4934,327,2026-06-29,Mini,4.99,50
4935,11315,2026-05-28,Creator,49.99,700
4936,5202,2026-04-24,Starter,9.99,110
4937,4114,2026-05-07,Pro,99.99,1600
4938,12450,2026-07-10,Starter,9.99,110
4939,857,2026-05-21,Starter,9.99,110
4940,2137,2026-01-18,Popular,24.99,300
4941,13403,2026-03-13,Studio,499.99,10000
4942,6473,2026-07-21,Mini,4.99,50
4943,538,2026-06-01,Max,199.99,3500
4944,248,2026-06-11,Studio,499.99,10000
4945,925,2026-01-01,Max,199.99,3500
4946,1311,2026-05-12,Creator,49.99,700
4947,5660,2026-05-09,Creator,49.99,700
4948,88,2026-01-18,Mini,4.99,50
4949,9911,2026-07-20,Starter,9.99,110
4950,10739,2026-03-06,Starter,9.99,110
4951,12865,2026-04-17,Creator,49.99,700
4952,9715,2026-06-19,Starter,9.99,110
4953,10540,2026-07-12,Studio,499.99,10000
4954,14755,2026-05-19,Starter,9.99,110
4955,10394,2026-06-09,Pro,99.99,1600
4956,11060,2026-01-28,Starter,9.99,110
4957,8066,2026-04-10,Max,199.99,3500
4958,4819,2026-08-26,Max,199.99,3500
4959,12121,2026-01-11,Creator,49.99,700
4960,9035,2026-04-14,Pro,99.99,1600
4961,1992,2026-01-30,Studio,499.99,10000
4962,7430,2026-08-21,Pro,99.99,1600
4963,7644,2026-07-08,Popular,24.99,300
4964,3577,2026-02-15,Starter,9.99,110
4965,5928,2026-05-06,Popular,24.99,300
4966,11787,2026-03-30,Pro,99.99,1600
4967,2799,2026-04-30,Popular,24.99,300
4968,1624,2026-08-12,Pro,99.99,1600
4969,9105,2026-03-19,Popular,24.99,300
4970,1677,2026-08-03,Starter,9.99,110
4971,2674,2026-01-23,Starter,9.99,110
4972,161,2026-05-04,Popular,24.99,300
4973,5869,2026-06-10,Mini,4.99,50
4974,10906,2026-04-17,Popular,24.99,300
4975,7738,2026-01-23,Creator,49.99,700
4976,14545,2026-06-13,Creator,49.99,700
4977,3611,2026-06-23,Starter,9.99,110
4978,6821,2026-05-14,Starter,9.99,110
4979,13468,2026-04-06,Popular,24.99,300
4980,726,2026-06-22,Starter,9.99,110
4981,3843,2026-05-03,Pro,99.99,1600
4982,10594,2026-03-12,Creator,49.99,700
4983,4603,2026-01-24,Starter,9.99,110
4984,13012,2026-07-05,Popular,24.99,300
4985,5652,2026-05-30,Creator,49.99,700
4986,14468,2026-05-12,Studio,499.99,10000
4987,7582,2026-03-13,Studio,499.99,10000
4988,5115,2026-02-27,Creator,49.99,700
4989,3281,2026-03-21,Starter,9.99,110
4990,8784,2026-03-01,Max,199.99,3500
4991,4205,2026-05-12,Starter,9.99,110
4992,13128,2026-07-07,Starter,9.99,110
4993,7498,2026-08-05,Mini,4.99,50
4994,13494,2026-02-15,Pro,99.99,1600
4995,12578,2026-01-11,Starter,9.99,110
4996,13010,2026-07-15,Popular,24.99,300
4997,9035,2026-08-29,Pro,99.99,1600
4998,10277,2026-03-10,Max,199.99,3500
4999,10996,2026-06-15,Mini,4.99,50
5000,2312,2026-04-04,Creator,49.99,700
5001,6310,2026-08-18,Pro,99.99,1600
5002,9423,2026-06-28,Popular,24.99,300
5003,2263,2026-03-27,Popular,24.99,300
5004,8592,2026-01-22,Creator,49.99,700
5005,5079,2026-04-09,Pro,99.99,1600
5006,11786,2026-06-04,Popular,24.99,300
5007,202,2026-03-19,Popular,24.99,300
5008,11423,2026-05-21,Max,199.99,3500
5009,3360,2026-06-05,Starter,9.99,110
5010,13385,2026-07-08,Starter,9.99,110
5011,5069,2026-08-24,Max,199.99,3500
5012,9,2026-05-23,Pro,99.99,1600
5013,3945,2026-02-19,Popular,24.99,300
5014,12669,2026-02-15,Creator,49.99,700
5015,8248,2026-06-17,Max,199.99,3500
5016,11250,2026-02-16,Pro,99.99,1600
5017,1770,2026-08-24,Starter,9.99,110
5018,5558,2026-01-23,Starter,9.99,110
5019,988,2026-07-22,Starter,9.99,110
5020,13776,2026-03-13,Popular,24.99,300
5021,5009,2026-07-21,Popular,24.99,300
5022,376,2026-06-04,Creator,49.99,700
5023,3280,2026-06-07,Mini,4.99,50
5024,8761,2026-08-29,Pro,99.99,1600
5025,5387,2026-04-17,Creator,49.99,700
5026,6779,2026-02-14,Starter,9.99,110
5027,467,2026-03-07,Popular,24.99,300
5028,4065,2026-04-09,Pro,99.99,1600
5029,1139,2026-08-08,Starter,9.99,110
5030,5937,2026-05-23,Popular,24.99,300
5031,11424,2026-05-12,Max,199.99,3500
5032,1213,2026-03-05,Popular,24.99,300
5033,4790,2026-05-22,Creator,49.99,700
5034,13316,2026-05-09,Starter,9.99,110
5035,11461,2026-02-19,Studio,499.99,10000
5036,9331,2026-02-13,Starter,9.99,110
5037,7983,2026-08-03,Pro,99.99,1600
5038,2322,2026-06-08,Creator,49.99,700
5039,8251,2026-04-21,Starter,9.99,110
5040,8418,2026-05-05,Creator,49.99,700
5041,11111,2026-03-04,Starter,9.99,110
5042,11298,2026-02-24,Studio,499.99,10000
5043,13063,2026-03-01,Starter,9.99,110
5044,12978,2026-07-28,Max,199.99,3500
5045,3402,2026-07-12,Creator,49.99,700
5046,14543,2026-03-23,Popular,24.99,300
5047,3203,2026-05-02,Studio,499.99,10000
5048,11264,2026-06-21,Starter,9.99,110
5049,4869,2026-01-29,Pro,99.99,1600
5050,3034,2026-05-17,Studio,499.99,10000
5051,2923,2026-07-04,Pro,99.99,1600
5052,13731,2026-03-28,Popular,24.99,300
5053,1997,2026-02-21,Popular,24.99,300
5054,587,2026-01-26,Popular,24.99,300
5055,8313,2026-03-24,Pro,99.99,1600
5056,3796,2026-08-31,Popular,24.99,300
5057,2335,2026-03-31,Popular,24.99,300
5058,1301,2026-06-11,Popular,24.99,300
5059,4858,2026-05-01,Studio,499.99,10000
5060,8382,2026-02-27,Starter,9.99,110
5061,13480,2026-06-17,Pro,99.99,1600
5062,3021,2026-07-23,Creator,49.99,700
5063,11830,2026-02-10,Starter,9.99,110
5064,13365,2026-08-29,Starter,9.99,110
5065,8274,2026-04-29,Popular,24.99,300
5066,2698,2026-05-01,Starter,9.99,110
5067,7241,2026-04-28,Starter,9.99,110
5068,1449,2026-08-07,Popular,24.99,300
5069,7319,2026-06-24,Starter,9.99,110
5070,7036,2026-08-22,Creator,49.99,700
5071,280,2026-02-08,Creator,49.99,700
5072,4634,2026-05-22,Popular,24.99,300
5073,10795,2026-08-13,Starter,9.99,110
5074,12368,2026-01-14,Pro,99.99,1600
5075,10654,2026-04-21,Pro,99.99,1600
5076,5210,2026-01-17,Pro,99.99,1600
5077,358,2026-04-25,Max,199.99,3500
5078,1026,2026-01-19,Creator,49.99,700
5079,10880,2026-08-21,Creator,49.99,700
5080,379,2026-07-17,Starter,9.99,110
5081,7051,2026-05-07,Max,199.99,3500
5082,3281,2026-08-16,Popular,24.99,300
5083,4132,2026-02-23,Creator,49.99,700
5084,5920,2026-05-18,Popular,24.99,300
5085,11076,2026-02-22,Mini,4.99,50
5086,995,2026-07-05,Pro,99.99,1600
5087,3024,2026-02-02,Mini,4.99,50
5088,3485,2026-03-26,Studio,499.99,10000
5089,14162,2026-03-12,Max,199.99,3500
5090,6154,2026-08-23,Creator,49.99,700
5091,4122,2026-05-24,Starter,9.99,110
5092,4952,2026-03-27,Creator,49.99,700
5093,11792,2026-01-20,Starter,9.99,110
5094,9475,2026-02-10,Starter,9.99,110
5095,14510,2026-01-28,Starter,9.99,110
5096,12442,2026-02-22,Pro,99.99,1600
5097,12878,2026-06-25,Creator,49.99,700
5098,4408,2026-01-10,Popular,24.99,300
5099,3491,2026-05-16,Pro,99.99,1600
5100,1727,2026-04-20,Popular,24.99,300
5101,389,2026-02-21,Starter,9.99,110
5102,14837,2026-08-14,Popular,24.99,300
5103,13894,2026-08-19,Pro,99.99,1600
5104,9318,2026-03-08,Starter,9.99,110
5105,2526,2026-07-22,Mini,4.99,50
5106,4026,2026-04-12,Studio,499.99,10000
5107,9648,2026-01-28,Pro,99.99,1600
5108,5990,2026-01-24,Starter,9.99,110
5109,2070,2026-05-11,Mini,4.99,50
5110,12445,2026-05-28,Popular,24.99,300
5111,2597,2026-05-09,Studio,499.99,10000
5112,2559,2026-04-08,Mini,4.99,50
5113,7880,2026-04-28,Mini,4.99,50
5114,7743,2026-06-23,Pro,99.99,1600
5115,7574,2026-04-04,Creator,49.99,700
5116,416,2026-08-06,Mini,4.99,50
5117,2360,2026-06-08,Pro,99.99,1600
5118,5422,2026-04-17,Mini,4.99,50
5119,2592,2026-06-01,Creator,49.99,700
5120,14148,2026-05-28,Mini,4.99,50
5121,13657,2026-01-19,Starter,9.99,110
5122,7782,2026-01-22,Popular,24.99,300
5123,13616,2026-07-13,Mini,4.99,50
5124,3337,2026-01-02,Starter,9.99,110
5125,12606,2026-03-18,Popular,24.99,300
5126,1271,2026-01-21,Starter,9.99,110
5127,2085,2026-04-24,Creator,49.99,700
5128,3628,2026-07-26,Creator,49.99,700
5129,2139,2026-02-08,Mini,4.99,50
5130,12651,2026-04-28,Popular,24.99,300
5131,6563,2026-01-10,Creator,49.99,700
5132,1988,2026-06-30,Starter,9.99,110
5133,2531,2026-02-11,Pro,99.99,1600
5134,5663,2026-06-11,Popular,24.99,300
5135,8462,2026-08-01,Max,199.99,3500
5136,13338,2026-06-20,Max,199.99,3500
5137,5581,2026-07-13,Starter,9.99,110
5138,2678,2026-02-21,Mini,4.99,50
5139,1755,2026-07-11,Studio,499.99,10000
5140,8102,2026-04-07,Popular,24.99,300
5141,2629,2026-02-19,Creator,49.99,700
5142,14296,2026-05-26,Starter,9.99,110
5143,12278,2026-05-20,Pro,99.99,1600
5144,873,2026-01-09,Popular,24.99,300
5145,12502,2026-03-11,Creator,49.99,700
5146,2377,2026-03-27,Popular,24.99,300
5147,8660,2026-08-14,Popular,24.99,300
5148,8820,2026-02-13,Popular,24.99,300
5149,1385,2026-04-25,Popular,24.99,300
5150,5467,2026-04-12,Starter,9.99,110
5151,5084,2026-04-17,Pro,99.99,1600
5152,1060,2026-04-14,Creator,49.99,700
5153,2185,2026-02-20,Starter,9.99,110
5154,5268,2026-03-10,Starter,9.99,110
5155,9814,2026-06-14,Pro,99.99,1600
5156,12135,2026-05-05,Creator,49.99,700
5157,9037,2026-04-17,Creator,49.99,700
5158,12393,2026-05-01,Popular,24.99,300
5159,12992,2026-01-29,Studio,499.99,10000
5160,13682,2026-08-09,Starter,9.99,110
5161,5824,2026-07-25,Pro,99.99,1600
5162,13404,2026-06-24,Starter,9.99,110
5163,9174,2026-08-01,Starter,9.99,110
5164,3033,2026-01-27,Starter,9.99,110
5165,10428,2026-01-24,Creator,49.99,700
5166,12008,2026-07-31,Max,199.99,3500
5167,12200,2026-07-28,Starter,9.99,110
5168,11896,2026-04-04,Popular,24.99,300
5169,12045,2026-03-23,Starter,9.99,110
5170,6934,2026-05-10,Starter,9.99,110
5171,12261,2026-07-29,Popular,24.99,300
5172,10376,2026-01-20,Pro,99.99,1600
5173,10424,2026-05-06,Popular,24.99,300
5174,8684,2026-08-11,Max,199.99,3500
5175,11991,2026-08-19,Popular,24.99,300
5176,2867,2026-01-30,Max,199.99,3500
5177,6976,2026-01-28,Max,199.99,3500
5178,3466,2026-05-02,Mini,4.99,50
5179,3688,2026-07-26,Creator,49.99,700
5180,2589,2026-05-07,Pro,99.99,1600
5181,14669,2026-04-07,Popular,24.99,300
5182,14936,2026-08-16,Starter,9.99,110
5183,10621,2026-07-24,Creator,49.99,700
5184,14065,2026-08-14,Studio,499.99,10000
5185,4617,2026-05-18,Creator,49.99,700
5186,14890,2026-04-23,Creator,49.99,700
5187,2963,2026-01-29,Popular,24.99,300
5188,5485,2026-07-27,Creator,49.99,700
5189,5348,2026-05-12,Starter,9.99,110
5190,4428,2026-06-24,Studio,499.99,10000
5191,8560,2026-01-22,Studio,499.99,10000
5192,8938,2026-08-02,Popular,24.99,300
5193,418,2026-01-25,Starter,9.99,110
5194,14563,2026-07-24,Studio,499.99,10000
5195,12416,2026-06-12,Creator,49.99,700
5196,702,2026-07-08,Starter,9.99,110
5197,1922,2026-06-23,Popular,24.99,300
5198,7106,2026-03-18,Max,199.99,3500
5199,653,2026-05-14,Popular,24.99,300
5200,14895,2026-08-01,Creator,49.99,700
5201,11558,2026-08-05,Max,199.99,3500
5202,10941,2026-08-09,Popular,24.99,300
5203,2724,2026-01-19,Max,199.99,3500
5204,1020,2026-05-28,Creator,49.99,700
5205,9475,2026-04-17,Popular,24.99,300
5206,8148,2026-02-11,Pro,99.99,1600
5207,6363,2026-07-18,Popular,24.99,300
5208,13341,2026-07-11,Mini,4.99,50
5209,4573,2026-01-05,Pro,99.99,1600
5210,8290,2026-07-22,Popular,24.99,300
5211,12908,2026-04-20,Starter,9.99,110
5212,10516,2026-04-13,Popular,24.99,300
5213,2216,2026-05-15,Pro,99.99,1600
5214,1635,2026-03-29,Starter,9.99,110
5215,12907,2026-05-25,Creator,49.99,700
5216,7481,2026-03-30,Popular,24.99,300
5217,14356,2026-01-19,Max,199.99,3500
5218,1265,2026-03-17,Studio,499.99,10000
5219,11208,2026-06-21,Mini,4.99,50
5220,8230,2026-03-25,Pro,99.99,1600
5221,3115,2026-07-25,Max,199.99,3500
5222,7980,2026-05-13,Starter,9.99,110
5223,10263,2026-01-06,Popular,24.99,300
5224,7974,2026-05-09,Studio,499.99,10000
5225,5002,2026-03-07,Mini,4.99,50
5226,6974,2026-08-10,Mini,4.99,50
5227,6903,2026-06-14,Popular,24.99,300
5228,198,2026-06-28,Max,199.99,3500
5229,4995,2026-02-17,Creator,49.99,700
5230,13869,2026-01-30,Creator,49.99,700
5231,4503,2026-04-07,Pro,99.99,1600
5232,3087,2026-08-24,Max,199.99,3500
5233,13807,2026-07-11,Starter,9.99,110
5234,7388,2026-04-29,Mini,4.99,50
5235,11530,2026-06-09,Studio,499.99,10000
5236,8384,2026-04-05,Starter,9.99,110
5237,164,2026-07-07,Max,199.99,3500
5238,1901,2026-05-02,Creator,49.99,700
5239,1292,2026-08-29,Popular,24.99,300
5240,14118,2026-02-17,Starter,9.99,110
5241,2639,2026-04-08,Popular,24.99,300
5242,6352,2026-05-09,Mini,4.99,50
5243,13789,2026-02-06,Pro,99.99,1600
5244,2002,2026-07-10,Popular,24.99,300
5245,9080,2026-06-27,Popular,24.99,300
5246,2590,2026-02-17,Max,199.99,3500
5247,8806,2026-08-15,Popular,24.99,300
5248,14845,2026-01-23,Creator,49.99,700
5249,1842,2026-08-21,Creator,49.99,700
5250,6248,2026-06-26,Creator,49.99,700
5251,3848,2026-03-13,Popular,24.99,300
5252,7277,2026-07-13,Starter,9.99,110
5253,2463,2026-02-23,Popular,24.99,300
5254,11677,2026-07-22,Starter,9.99,110
5255,14146,2026-01-04,Popular,24.99,300
5256,13439,2026-05-28,Popular,24.99,300
5257,12808,2026-01-23,Creator,49.99,700
5258,5450,2026-05-21,Creator,49.99,700
5259,10192,2026-05-18,Max,199.99,3500
5260,10563,2026-04-25,Starter,9.99,110
5261,12075,2026-03-01,Creator,49.99,700
5262,5964,2026-06-11,Starter,9.99,110
5263,2086,2026-07-04,Popular,24.99,300
5264,9349,2026-07-12,Mini,4.99,50
5265,2132,2026-01-26,Pro,99.99,1600
5266,5616,2026-03-21,Max,199.99,3500
5267,4056,2026-07-21,Mini,4.99,50
5268,5490,2026-06-01,Mini,4.99,50
5269,4229,2026-07-07,Pro,99.99,1600
5270,10222,2026-08-25,Max,199.99,3500
5271,14795,2026-03-19,Creator,49.99,700
5272,10730,2026-05-30,Max,199.99,3500
5273,8060,2026-05-31,Popular,24.99,300
5274,13891,2026-07-14,Starter,9.99,110
5275,1551,2026-03-18,Starter,9.99,110
5276,10030,2026-08-10,Creator,49.99,700
5277,13709,2026-04-29,Max,199.99,3500
5278,12150,2026-07-10,Max,199.99,3500
5279,11939,2026-04-26,Starter,9.99,110
5280,4928,2026-03-01,Creator,49.99,700
5281,11291,2026-05-04,Creator,49.99,700
5282,11960,2026-02-21,Pro,99.99,1600
5283,5963,2026-04-19,Popular,24.99,300
5284,12980,2026-02-22,Popular,24.99,300
5285,698,2026-06-01,Popular,24.99,300
5286,9354,2026-02-02,Mini,4.99,50
5287,10007,2026-08-16,Popular,24.99,300
5288,10748,2026-07-09,Popular,24.99,300
5289,7416,2026-05-31,Popular,24.99,300
5290,6040,2026-01-02,Pro,99.99,1600
5291,865,2026-05-03,Popular,24.99,300
5292,13143,2026-03-05,Popular,24.99,300
5293,7363,2026-06-23,Creator,49.99,700
5294,2578,2026-07-06,Creator,49.99,700
5295,11599,2026-08-13,Creator,49.99,700
5296,2041,2026-02-16,Starter,9.99,110
5297,2357,2026-02-17,Starter,9.99,110
5298,31,2026-01-10,Popular,24.99,300
5299,11985,2026-06-29,Studio,499.99,10000
5300,2300,2026-08-01,Creator,49.99,700
5301,4686,2026-03-09,Starter,9.99,110
5302,6870,2026-02-07,Creator,49.99,700
5303,6277,2026-04-23,Max,199.99,3500
5304,10758,2026-07-26,Pro,99.99,1600
5305,929,2026-01-27,Mini,4.99,50
5306,6851,2026-03-05,Mini,4.99,50
5307,7310,2026-02-13,Creator,49.99,700
5308,10112,2026-01-23,Mini,4.99,50
5309,9481,2026-07-05,Creator,49.99,700
5310,7687,2026-08-28,Mini,4.99,50
5311,7635,2026-02-18,Starter,9.99,110
5312,1497,2026-08-20,Mini,4.99,50
5313,13452,2026-05-31,Creator,49.99,700
5314,9275,2026-02-11,Popular,24.99,300
5315,1242,2026-06-03,Max,199.99,3500
5316,13362,2026-02-11,Popular,24.99,300
5317,10714,2026-07-03,Mini,4.99,50
5318,13642,2026-03-09,Popular,24.99,300
5319,843,2026-05-15,Popular,24.99,300
5320,5509,2026-02-22,Creator,49.99,700
5321,4238,2026-05-11,Mini,4.99,50
5322,4457,2026-06-09,Pro,99.99,1600
5323,12069,2026-08-26,Starter,9.99,110
5324,2930,2026-03-03,Starter,9.99,110
5325,12552,2026-07-14,Starter,9.99,110
5326,3604,2026-08-19,Max,199.99,3500
5327,190,2026-06-04,Creator,49.99,700
5328,14493,2026-02-01,Popular,24.99,300
5329,7492,2026-01-20,Max,199.99,3500
5330,4481,2026-05-26,Mini,4.99,50
5331,7869,2026-07-23,Mini,4.99,50
5332,7323,2026-04-26,Creator,49.99,700
5333,6350,2026-08-24,Mini,4.99,50
5334,9290,2026-07-16,Creator,49.99,700
5335,10924,2026-04-16,Popular,24.99,300
5336,11414,2026-07-11,Pro,99.99,1600
5337,12679,2026-05-07,Pro,99.99,1600
5338,13114,2026-06-10,Popular,24.99,300
5339,7878,2026-04-30,Starter,9.99,110
5340,4697,2026-03-19,Starter,9.99,110
5341,27,2026-02-26,Max,199.99,3500
5342,10620,2026-08-20,Pro,99.99,1600
5343,7644,2026-07-18,Max,199.99,3500
5344,14576,2026-04-23,Starter,9.99,110
5345,531,2026-07-17,Popular,24.99,300
5346,7783,2026-05-28,Mini,4.99,50
5347,3287,2026-03-22,Popular,24.99,300
5348,13538,2026-01-03,Popular,24.99,300
5349,4984,2026-07-28,Creator,49.99,700
5350,14302,2026-06-14,Pro,99.99,1600
5351,13962,2026-05-11,Creator,49.99,700
5352,4567,2026-08-15,Starter,9.99,110
5353,10525,2026-02-19,Mini,4.99,50
5354,13843,2026-07-14,Popular,24.99,300
5355,8683,2026-07-11,Pro,99.99,1600
5356,3678,2026-06-13,Popular,24.99,300
5357,12497,2026-06-19,Starter,9.99,110
5358,8590,2026-08-12,Studio,499.99,10000
5359,13199,2026-03-24,Starter,9.99,110
5360,6102,2026-08-25,Pro,99.99,1600
5361,9223,2026-02-06,Starter,9.99,110
5362,1366,2026-01-23,Popular,24.99,300
5363,13654,2026-06-10,Creator,49.99,700
5364,3043,2026-04-16,Starter,9.99,110
5365,14664,2026-03-21,Starter,9.99,110
5366,490,2026-07-29,Starter,9.99,110
5367,13595,2026-05-18,Max,199.99,3500
5368,589,2026-04-05,Pro,99.99,1600
5369,5771,2026-03-21,Starter,9.99,110
5370,14597,2026-08-17,Pro,99.99,1600
5371,9653,2026-04-16,Max,199.99,3500
5372,8499,2026-01-28,Mini,4.99,50
5373,10971,2026-08-24,Creator,49.99,700
5374,6400,2026-03-25,Max,199.99,3500
5375,13404,2026-01-24,Max,199.99,3500
5376,10083,2026-08-31,Pro,99.99,1600
5377,5390,2026-05-12,Popular,24.99,300
5378,4875,2026-08-17,Pro,99.99,1600
5379,8240,2026-05-25,Creator,49.99,700
5380,514,2026-06-13,Popular,24.99,300
5381,10378,2026-07-08,Studio,499.99,10000
5382,2726,2026-07-17,Pro,99.99,1600
5383,11288,2026-06-16,Creator,49.99,700
5384,9362,2026-03-20,Studio,499.99,10000
5385,6540,2026-06-13,Pro,99.99,1600
5386,4397,2026-02-15,Starter,9.99,110
5387,6293,2026-01-16,Creator,49.99,700
5388,11884,2026-02-03,Creator,49.99,700
5389,6341,2026-04-15,Starter,9.99,110
5390,12188,2026-08-24,Popular,24.99,300
5391,823,2026-06-29,Max,199.99,3500
5392,2093,2026-03-25,Popular,24.99,300
5393,2089,2026-02-12,Mini,4.99,50
5394,13195,2026-02-15,Pro,99.99,1600
5395,2387,2026-01-16,Creator,49.99,700
5396,10344,2026-02-23,Creator,49.99,700
5397,575,2026-06-01,Starter,9.99,110
5398,8006,2026-08-12,Starter,9.99,110
5399,5767,2026-07-19,Creator,49.99,700
5400,6846,2026-01-03,Creator,49.99,700
5401,10845,2026-01-18,Starter,9.99,110
5402,6292,2026-04-25,Max,199.99,3500
5403,9948,2026-03-22,Pro,99.99,1600
5404,3826,2026-06-06,Starter,9.99,110
5405,14274,2026-07-21,Starter,9.99,110
5406,948,2026-05-12,Starter,9.99,110
