reward_id,creator_id,content_id,reward_date,reward_type,credits_earned
2472,8806,46854,2026-07-20,Engagement Bonus,30
2473,3406,9963,2026-03-31,Engagement Bonus,50
2474,9969,16555,2026-04-13,Engagement Bonus,10
2475,8013,19960,2026-07-01,Recreate,5
2476,1967,14428,2026-02-02,Engagement Bonus,10
2477,2336,32093,2026-08-19,Remix,5
2478,2352,56103,2026-08-11,Recreate,100
2479,495,13701,2026-05-27,Recreate,20
2480,7328,442,2026-01-07,Engagement Bonus,50
2481,3109,39576,2026-06-23,Recreate,100
2482,66,28419,2026-02-14,Recreate,50
2483,8658,8013,2026-08-30,Recreate,20
2484,243,22763,2026-04-20,Engagement Bonus,5
2485,8247,54962,2026-06-06,Remix,30
2486,823,35171,2026-06-15,Recreate,5
2487,3549,55701,2026-05-10,Remix,50
2488,9664,51761,2026-03-23,Recreate,20
2489,3776,59258,2026-01-29,Remix,5
2490,5887,54399,2026-08-15,Remix,30
2491,637,39702,2026-04-03,Recreate,10
2492,9890,58008,2026-01-20,Recreate,20
2493,3784,39541,2026-02-21,Recreate,100
2494,6679,54866,2026-08-30,Recreate,10
2495,4264,31663,2026-07-12,Recreate,5
2496,3506,32100,2026-05-09,Recreate,50
2497,5020,34605,2026-04-15,Remix,10
2498,456,43290,2026-04-04,Recreate,5
2499,3707,29735,2026-04-03,Recreate,5
2500,3239,53824,2026-02-25,Recreate,100
2501,2466,19614,2026-01-14,Remix,10
2502,6941,17387,2026-01-13,Engagement Bonus,10
2503,4923,42794,2026-03-21,Recreate,10
2504,2275,10853,2026-04-16,Recreate,5
2505,672,55470,2026-07-21,Remix,10
2506,3038,9607,2026-03-10,Recreate,10
2507,5116,26850,2026-05-03,Recreate,10
2508,5356,59993,2026-05-04,Recreate,10
2509,1421,59650,2026-02-15,Recreate,10
2510,5428,21882,2026-04-12,Remix,10
2511,955,39552,2026-02-15,Recreate,5
2512,3831,24967,2026-01-20,Remix,20
2513,4232,54583,2026-06-25,Recreate,5
2514,9300,51335,2026-04-20,Remix,30
2515,9889,7779,2026-04-16,Remix,20
2516,7032,28988,2026-01-20,Recreate,30
2517,5818,20407,2026-04-06,Recreate,5
2518,5633,50051,2026-07-13,Recreate,10
2519,4863,810,2026-01-17,Remix,10
2520,8877,5993,2026-08-24,Engagement Bonus,5
2521,306,48927,2026-04-24,Engagement Bonus,5
2522,9436,51872,2026-05-26,Recreate,30
2523,2202,5368,2026-08-14,Recreate,20
2524,1200,20707,2026-07-24,Recreate,30
2525,4611,26255,2026-08-01,Engagement Bonus,5
2526,5713,40334,2026-07-03,Recreate,5
2527,308,45796,2026-07-09,Recreate,20
2528,8553,9276,2026-03-20,Recreate,30
2529,8050,49077,2026-07-15,Remix,30
2530,5819,26197,2026-04-03,Recreate,10
2531,3478,2023,2026-05-21,Recreate,5
2532,2634,59160,2026-03-22,Recreate,5
2533,8810,36808,2026-06-13,Remix,50
2534,4252,24434,2026-08-22,Recreate,20
2535,4381,33089,2026-05-17,Recreate,10
2536,9395,50369,2026-01-03,Recreate,10
2537,2651,56200,2026-07-27,Remix,5
2538,2639,5027,2026-06-08,Remix,20
2539,5006,54351,2026-08-04,Recreate,5
2540,9283,2616,2026-07-19,Recreate,20
2541,7850,56379,2026-01-20,Recreate,50
2542,7881,14058,2026-04-12,Remix,30
2543,5513,7713,2026-06-04,Recreate,20
2544,7571,24410,2026-07-26,Recreate,100
2545,9619,48305,2026-06-22,Remix,20
2546,1061,40124,2026-08-16,Recreate,10
2547,7065,17175,2026-05-17,Remix,10
2548,5598,34869,2026-04-03,Recreate,50
2549,2885,46400,2026-01-05,Remix,30
2550,9318,26816,2026-05-25,Engagement Bonus,5
2551,3827,52844,2026-01-14,Remix,30
2552,1865,38886,2026-02-06,Recreate,50
2553,3895,16371,2026-08-23,Engagement Bonus,50
2554,2108,54129,2026-03-12,Recreate,20
2555,2054,51848,2026-03-20,Engagement Bonus,10
2556,2255,17552,2026-08-16,Recreate,30
2557,3271,48971,2026-05-11,Recreate,50
2558,3633,55410,2026-05-15,Recreate,100
2559,8074,9023,2026-01-06,Recreate,10
2560,536,9823,2026-05-16,Recreate,10
2561,1141,20508,2026-06-02,Engagement Bonus,5
2562,3923,28194,2026-05-19,Remix,100
2563,6156,15618,2026-04-16,Engagement Bonus,20
2564,6249,53131,2026-05-10,Remix,50
2565,7856,13488,2026-07-04,Recreate,5
2566,2732,19075,2026-04-23,Remix,5
2567,9404,20413,2026-02-20,Recreate,20
2568,7542,53837,2026-01-23,Recreate,10
2569,9112,49600,2026-01-12,Remix,20
2570,7781,2449,2026-01-14,Recreate,20
2571,8797,10903,2026-01-22,Recreate,5
2572,6077,11203,2026-08-07,Remix,50
2573,4486,44745,2026-03-10,Recreate,20
2574,7415,24158,2026-08-06,Recreate,10
2575,7937,4668,2026-03-27,Recreate,10
2576,6414,56204,2026-03-26,Engagement Bonus,5
2577,8061,50129,2026-05-01,Recreate,50
2578,6360,17551,2026-03-13,Recreate,20
2579,1050,11051,2026-03-08,Recreate,10
2580,6792,2789,2026-07-05,Recreate,5
2581,3307,55038,2026-03-31,Recreate,5
2582,3708,35559,2026-04-19,Engagement Bonus,100
2583,1148,8732,2026-03-09,Engagement Bonus,10
2584,2361,21938,2026-06-28,Remix,10
2585,2517,2129,2026-05-22,Recreate,10
2586,4206,30909,2026-01-12,Remix,30
2587,3215,27317,2026-01-12,Remix,30
2588,4520,38594,2026-07-20,Remix,20
2589,8176,13371,2026-08-10,Remix,10
2590,6180,38377,2026-03-20,Recreate,20
2591,8540,3317,2026-06-07,Recreate,10
2592,6549,28491,2026-04-03,Remix,10
2593,8189,50097,2026-02-06,Recreate,30
2594,3545,20294,2026-03-19,Remix,20
2595,6540,14089,2026-06-29,Remix,10
2596,5861,59866,2026-03-18,Recreate,50
2597,6019,36286,2026-08-27,Remix,5
2598,7552,31654,2026-08-30,Recreate,10
2599,5323,24055,2026-03-13,Recreate,100
2600,3155,46261,2026-02-14,Recreate,5
2601,4403,28647,2026-08-01,Engagement Bonus,30
2602,9412,15985,2026-02-06,Engagement Bonus,30
2603,7788,50710,2026-07-05,Recreate,5
2604,1630,55241,2026-08-02,Recreate,20
2605,279,40644,2026-08-18,Recreate,5
2606,9889,48056,2026-08-14,Remix,20
2607,1378,40029,2026-05-03,Recreate,10
2608,4564,35028,2026-06-21,Remix,30
2609,2995,17092,2026-08-17,Recreate,10
2610,820,24256,2026-01-16,Recreate,50
2611,1878,36903,2026-02-06,Recreate,20
2612,2852,36325,2026-04-14,Recreate,5
2613,2714,25485,2026-04-17,Remix,10
2614,6648,28527,2026-08-09,Recreate,5
2615,6530,44159,2026-08-29,Engagement Bonus,30
2616,6464,7602,2026-05-14,Recreate,30
2617,3321,5211,2026-05-03,Recreate,5
2618,4630,27890,2026-02-02,Engagement Bonus,50
2619,4777,30560,2026-02-06,Remix,50
2620,3948,21608,2026-02-13,Recreate,30
2621,22,51878,2026-04-06,Recreate,10
2622,2583,57118,2026-05-11,Remix,5
2623,9438,50391,2026-07-10,Remix,5
2624,7622,50250,2026-05-24,Remix,30
2625,763,50679,2026-05-27,Recreate,30
2626,3002,22483,2026-06-06,Remix,30
2627,4456,32470,2026-03-27,Recreate,30
2628,687,46889,2026-02-03,Engagement Bonus,10
2629,5,28493,2026-08-12,Recreate,50
2630,2185,59127,2026-04-22,Recreate,5
2631,9162,15480,2026-08-24,Engagement Bonus,50
2632,2956,16393,2026-08-03,Recreate,20
2633,8259,2565,2026-04-09,Remix,100
2634,1738,53156,2026-04-20,Recreate,30
2635,4720,3510,2026-06-22,Recreate,20
2636,2967,465,2026-07-06,Remix,10
2637,2342,45774,2026-04-30,Recreate,5
2638,4319,4324,2026-04-12,Recreate,100
2639,6396,31605,2026-08-31,Recreate,5
2640,108,24557,2026-03-03,Recreate,30
2641,1124,26075,2026-04-21,Recreate,20
2642,3785,40674,2026-06-08,Recreate,5
2643,6946,36664,2026-04-11,Recreate,30
2644,983,54616,2026-04-23,Recreate,30
2645,5882,24804,2026-03-18,Recreate,50
2646,5148,51634,2026-04-23,Remix,5
2647,9785,48655,2026-05-10,Engagement Bonus,30
2648,7932,20760,2026-05-15,Engagement Bonus,20
2649,5832,40968,2026-01-02,Recreate,10
2650,1375,33288,2026-04-10,Recreate,10
2651,9418,48747,2026-02-28,Remix,10
2652,8605,8847,2026-02-26,Recreate,10
2653,1489,5161,2026-04-09,Recreate,30
2654,8688,18019,2026-05-27,Remix,10
2655,5277,22342,2026-07-08,Recreate,5
2656,8443,35925,2026-05-23,Recreate,5
2657,8518,52393,2026-04-25,Remix,100
2658,4685,7891,2026-03-26,Remix,10
2659,8251,42731,2026-06-11,Recreate,10
2660,4449,59163,2026-07-19,Recreate,5
2661,9978,6977,2026-01-08,Recreate,5
2662,8622,27247,2026-06-09,Recreate,5
2663,5161,46997,2026-08-03,Remix,30
2664,6802,32662,2026-05-07,Engagement Bonus,100
2665,9747,52779,2026-07-09,Engagement Bonus,10
2666,4164,5700,2026-02-22,Recreate,20
2667,9280,36450,2026-05-12,Recreate,50
2668,8131,36798,2026-07-14,Remix,10
2669,4174,47983,2026-08-28,Recreate,50
2670,6955,51009,2026-01-18,Remix,5
2671,3811,34766,2026-07-28,Remix,10
2672,8477,50533,2026-06-29,Recreate,100
2673,1135,59150,2026-04-22,Remix,5
2674,886,14597,2026-08-02,Recreate,10
2675,1256,13706,2026-03-30,Recreate,10
2676,4950,21450,2026-06-27,Engagement Bonus,20
2677,4951,28950,2026-08-20,Remix,30
2678,4648,52854,2026-06-09,Recreate,5
2679,3829,5372,2026-07-01,Engagement Bonus,5
2680,3607,4093,2026-08-25,Engagement Bonus,20
2681,4105,44976,2026-08-24,Recreate,20
2682,3549,55701,2026-01-22,Recreate,20
2683,5957,42296,2026-07-03,Engagement Bonus,5
2684,3755,28244,2026-01-19,Recreate,50
2685,8607,9636,2026-01-21,Recreate,10
2686,185,28630,2026-03-17,Recreate,5
2687,1163,54261,2026-05-04,Remix,30
2688,278,27626,2026-03-03,Recreate,10
2689,5942,19096,2026-08-27,Recreate,30
2690,6602,18855,2026-05-17,Recreate,50
2691,5020,16752,2026-05-11,Recreate,20
2692,3985,35802,2026-03-15,Recreate,5
2693,3021,59002,2026-01-09,Recreate,10
2694,2841,28741,2026-07-19,Recreate,5
2695,3737,36917,2026-03-17,Recreate,50
2696,5785,9152,2026-01-07,Recreate,5
2697,5993,58016,2026-01-18,Remix,5
2698,5641,45411,2026-05-11,Recreate,20
2699,9541,50939,2026-01-20,Engagement Bonus,50
2700,9094,5658,2026-01-14,Recreate,50
2701,4402,43922,2026-05-18,Recreate,100
2702,893,48704,2026-08-30,Remix,10
2703,1676,11599,2026-04-10,Engagement Bonus,30
2704,6441,11610,2026-02-11,Recreate,10
2705,8056,1182,2026-04-12,Remix,5
2706,7973,1656,2026-01-09,Recreate,50
2707,5674,56286,2026-02-06,Engagement Bonus,10
2708,3417,22284,2026-04-15,Engagement Bonus,10
2709,1233,42928,2026-04-04,Recreate,5
2710,2700,25614,2026-06-23,Recreate,10
2711,2628,42259,2026-03-24,Recreate,5
2712,4540,39148,2026-01-07,Engagement Bonus,10
2713,7663,11652,2026-06-13,Engagement Bonus,10
2714,6571,20722,2026-01-05,Recreate,5
2715,583,56005,2026-06-10,Remix,5
2716,1139,40532,2026-06-05,Recreate,20
2717,135,39835,2026-06-16,Recreate,10
2718,8645,10994,2026-01-31,Recreate,10
2719,5484,30280,2026-07-22,Recreate,30
2720,1527,15667,2026-06-03,Remix,50
2721,4038,17839,2026-03-27,Recreate,10
2722,5420,32527,2026-08-02,Engagement Bonus,5
2723,1100,16623,2026-03-03,Recreate,5
2724,6381,56971,2026-07-08,Recreate,5
2725,9089,16264,2026-06-09,Engagement Bonus,50
2726,7581,21014,2026-06-30,Remix,5
2727,9213,56297,2026-02-13,Recreate,10
2728,1735,44070,2026-01-14,Recreate,10
2729,703,58966,2026-01-19,Engagement Bonus,5
2730,9039,29049,2026-03-19,Recreate,50
2731,8516,11892,2026-04-21,Recreate,20
2732,8454,14271,2026-07-24,Recreate,10
2733,3076,21469,2026-04-26,Recreate,20
2734,6613,56514,2026-06-26,Remix,50
2735,5775,22924,2026-07-17,Engagement Bonus,100
2736,4302,52825,2026-01-13,Remix,50
2737,1079,32775,2026-01-09,Recreate,10
2738,6866,57302,2026-05-13,Remix,100
2739,9205,51802,2026-01-01,Recreate,10
2740,7193,12869,2026-07-17,Recreate,100
2741,6633,36239,2026-08-24,Recreate,5
2742,6545,59017,2026-07-26,Engagement Bonus,30
2743,96,14573,2026-02-06,Engagement Bonus,10
2744,8795,1130,2026-05-23,Engagement Bonus,5
2745,2672,46879,2026-02-09,Recreate,5
2746,2989,48731,2026-08-02,Engagement Bonus,30
2747,1658,6218,2026-01-29,Recreate,10
2748,2843,51924,2026-08-13,Recreate,5
2749,8301,15657,2026-04-19,Remix,50
2750,5973,45709,2026-03-18,Engagement Bonus,30
2751,1450,33274,2026-02-01,Recreate,20
2752,2168,42436,2026-01-16,Remix,50
2753,2517,2129,2026-04-06,Recreate,5
2754,7567,28768,2026-08-20,Recreate,5
2755,6490,28901,2026-05-18,Remix,10
2756,2306,10425,2026-08-22,Remix,50
2757,3944,19912,2026-04-27,Remix,5
2758,8700,19814,2026-01-30,Engagement Bonus,30
2759,8923,33184,2026-01-01,Recreate,10
2760,8754,36746,2026-08-30,Remix,50
2761,8819,3010,2026-08-22,Recreate,5
2762,7099,38843,2026-07-23,Remix,10
2763,1574,33807,2026-05-05,Remix,50
2764,6857,19427,2026-02-03,Engagement Bonus,20
2765,3809,8722,2026-08-17,Recreate,5
2766,9348,37440,2026-06-15,Recreate,10
2767,6924,3920,2026-07-08,Remix,20
2768,8862,35360,2026-04-26,Remix,50
2769,3866,46017,2026-01-17,Recreate,5
2770,7388,25587,2026-05-27,Engagement Bonus,5
2771,4792,28789,2026-01-22,Recreate,10
2772,5622,37060,2026-06-24,Remix,20
2773,9435,12729,2026-04-28,Recreate,100
2774,5591,20674,2026-04-13,Remix,5
2775,3513,860,2026-05-28,Remix,5
2776,7528,17158,2026-08-21,Recreate,5
2777,8885,42932,2026-06-26,Remix,5
2778,8964,35810,2026-05-19,Remix,10
2779,6930,56328,2026-01-23,Remix,20
2780,9418,32468,2026-03-21,Recreate,5
2781,5978,10645,2026-04-04,Engagement Bonus,10
2782,5051,47308,2026-01-13,Recreate,20
2783,2748,39806,2026-08-07,Remix,5
2784,3921,4227,2026-06-14,Recreate,10
2785,9711,23779,2026-06-01,Recreate,20
2786,2528,8691,2026-04-18,Recreate,20
2787,8716,47111,2026-07-25,Recreate,100
2788,2290,1388,2026-07-13,Engagement Bonus,5
2789,1381,42046,2026-01-27,Remix,20
2790,8297,53392,2026-03-29,Remix,30
2791,1277,52012,2026-01-22,Remix,20
2792,4028,29830,2026-08-29,Recreate,20
2793,1133,25316,2026-03-26,Engagement Bonus,50
2794,2162,17346,2026-06-17,Remix,100
2795,2401,59667,2026-07-29,Remix,5
2796,9911,9116,2026-01-08,Engagement Bonus,20
2797,5596,50511,2026-03-01,Remix,10
2798,5654,41137,2026-08-10,Recreate,50
2799,3862,11204,2026-04-11,Recreate,20
2800,9678,41182,2026-04-05,Recreate,20
2801,4416,37892,2026-01-23,Engagement Bonus,5
2802,9077,17166,2026-05-20,Remix,20
2803,9426,54694,2026-04-15,Recreate,20
2804,7766,41232,2026-08-15,Remix,5
2805,3387,12825,2026-05-30,Remix,100
2806,4149,25568,2026-08-18,Remix,100
2807,8339,3169,2026-02-15,Remix,30
2808,2721,20256,2026-07-14,Remix,10
2809,1350,21520,2026-08-31,Recreate,10
2810,1018,29276,2026-08-20,Recreate,20
2811,5384,38938,2026-02-10,Recreate,5
2812,8293,51434,2026-04-17,Recreate,5
2813,4441,13232,2026-04-28,Recreate,20
2814,6589,56631,2026-04-30,Remix,10
2815,5763,3513,2026-04-13,Remix,5
2816,9859,41134,2026-08-31,Remix,5
2817,1668,22181,2026-07-13,Engagement Bonus,100
2818,2719,41728,2026-01-28,Engagement Bonus,20
2819,8728,15532,2026-01-21,Remix,20
2820,5730,30919,2026-03-26,Recreate,30
2821,4242,33348,2026-07-07,Remix,20
2822,7734,57851,2026-04-18,Recreate,50
2823,1367,29508,2026-02-22,Recreate,10
2824,8979,14940,2026-04-17,Recreate,10
2825,9634,52100,2026-06-02,Remix,5
2826,4918,32670,2026-01-08,Recreate,20
2827,598,1560,2026-06-20,Recreate,5
2828,9504,53739,2026-07-01,Remix,5
2829,295,11819,2026-08-24,Recreate,100
2830,5726,24704,2026-02-23,Recreate,5
2831,2642,38131,2026-02-27,Remix,5
2832,2040,3809,2026-08-25,Recreate,10
2833,3274,57065,2026-02-04,Remix,5
2834,449,34870,2026-01-02,Engagement Bonus,100
2835,3618,43935,2026-02-17,Recreate,20
2836,1088,33106,2026-07-10,Recreate,50
2837,9678,12995,2026-02-01,Remix,10
2838,375,18007,2026-07-02,Recreate,5
2839,5359,22818,2026-05-28,Recreate,10
2840,6835,30172,2026-08-31,Recreate,30
2841,3882,7564,2026-03-31,Recreate,10
2842,4200,5829,2026-02-13,Remix,10
2843,824,43777,2026-05-05,Recreate,5
2844,4342,23087,2026-01-20,Recreate,20
2845,9816,8266,2026-04-19,Recreate,10
2846,5847,25816,2026-01-21,Recreate,100
2847,8279,39726,2026-02-28,Recreate,30
2848,5937,8516,2026-01-22,Engagement Bonus,10
2849,899,4256,2026-03-09,Remix,50
2850,3891,20280,2026-06-30,Recreate,10
2851,6996,2155,2026-03-14,Recreate,10
2852,5168,26565,2026-07-14,Remix,5
2853,8306,1489,2026-01-14,Recreate,5
2854,2586,46926,2026-05-06,Remix,10
2855,6407,11875,2026-02-27,Recreate,20
2856,9880,41493,2026-08-05,Remix,5
2857,3466,40768,2026-08-23,Engagement Bonus,5
2858,2293,49529,2026-05-13,Remix,30
2859,8516,3568,2026-03-03,Recreate,5
2860,1520,47218,2026-02-22,Recreate,10
2861,7720,4437,2026-05-21,Recreate,30
2862,4102,41268,2026-04-22,Recreate,30
2863,8633,44182,2026-05-15,Recreate,20
2864,4163,44052,2026-04-01,Remix,30
2865,3078,44605,2026-01-09,Recreate,30
2866,3620,27340,2026-01-03,Recreate,20
2867,7920,311,2026-01-08,Remix,20
2868,450,14236,2026-04-16,Recreate,50
2869,631,13617,2026-02-08,Recreate,50
2870,4490,56790,2026-05-29,Recreate,5
2871,8197,103,2026-02-17,Remix,10
2872,3534,55505,2026-05-06,Recreate,10
2873,9810,31436,2026-06-24,Recreate,5
2874,3905,31485,2026-03-04,Engagement Bonus,5
2875,6370,59902,2026-07-07,Recreate,20
2876,4838,31885,2026-06-03,Recreate,100
2877,9839,39228,2026-01-07,Recreate,20
2878,5981,9467,2026-02-25,Engagement Bonus,5
2879,2027,11409,2026-06-10,Engagement Bonus,10
2880,170,28263,2026-04-14,Recreate,100
2881,9800,42486,2026-01-09,Recreate,5
2882,1706,25384,2026-03-02,Remix,5
2883,1736,8467,2026-02-18,Recreate,5
2884,1349,44456,2026-01-20,Remix,10
2885,1913,2632,2026-04-20,Recreate,20
2886,3955,7571,2026-03-08,Recreate,100
2887,2338,28210,2026-08-14,Recreate,5
2888,4581,19800,2026-01-28,Recreate,100
2889,6399,11425,2026-05-28,Recreate,30
2890,9515,51025,2026-05-21,Recreate,10
2891,6482,53283,2026-07-29,Remix,20
2892,4285,59646,2026-02-20,Recreate,5
2893,17,45299,2026-04-07,Recreate,5
2894,579,7282,2026-05-09,Remix,5
2895,8260,17785,2026-04-23,Recreate,10
2896,2771,6708,2026-02-26,Recreate,5
2897,4321,42597,2026-05-19,Recreate,10
2898,1024,38687,2026-05-09,Recreate,10
2899,8859,29051,2026-04-18,Recreate,50
2900,973,10058,2026-06-04,Engagement Bonus,20
2901,7642,18056,2026-03-03,Remix,5
2902,4567,7896,2026-07-26,Recreate,5
2903,6859,14378,2026-03-03,Recreate,5
2904,2283,49810,2026-03-12,Engagement Bonus,10
2905,7005,5689,2026-05-25,Remix,20
2906,7114,1843,2026-08-07,Recreate,50
2907,791,46573,2026-08-11,Engagement Bonus,100
2908,3936,57382,2026-03-28,Recreate,10
2909,8454,57637,2026-08-29,Recreate,10
2910,1336,14531,2026-02-27,Remix,20
2911,1654,58174,2026-07-28,Recreate,20
2912,1672,10632,2026-03-20,Remix,10
2913,5991,23646,2026-02-26,Recreate,5
2914,6833,23572,2026-01-05,Engagement Bonus,5
2915,6842,29502,2026-02-17,Remix,10
2916,5579,28623,2026-05-21,Recreate,50
2917,1643,3421,2026-08-31,Recreate,20
2918,4380,45973,2026-02-26,Engagement Bonus,100
2919,2256,26146,2026-04-30,Recreate,100
2920,9596,29230,2026-08-16,Engagement Bonus,5
2921,6584,36219,2026-06-29,Remix,20
2922,3475,30287,2026-05-02,Remix,10
2923,3555,18235,2026-05-18,Recreate,5
2924,7745,419,2026-02-09,Recreate,50
2925,1225,30252,2026-05-20,Recreate,50
2926,5345,56024,2026-04-17,Engagement Bonus,20
2927,5085,7649,2026-07-24,Remix,30
2928,1333,551,2026-05-29,Remix,30
2929,7794,10086,2026-03-03,Recreate,20
2930,5900,21273,2026-05-30,Remix,10
2931,286,39896,2026-02-21,Recreate,5
2932,5674,30928,2026-01-26,Recreate,10
2933,185,58499,2026-07-02,Recreate,10
2934,4682,15025,2026-05-07,Recreate,10
2935,5630,27684,2026-05-17,Remix,20
2936,1912,4486,2026-04-24,Recreate,100
2937,2757,32926,2026-05-20,Remix,20
2938,167,30491,2026-01-11,Recreate,30
2939,6649,6817,2026-04-29,Remix,10
2940,3495,25381,2026-01-02,Recreate,50
2941,1597,36893,2026-06-24,Engagement Bonus,5
2942,9219,6328,2026-01-26,Recreate,20
2943,7052,47740,2026-04-04,Engagement Bonus,30
2944,4260,10292,2026-07-28,Recreate,10
2945,580,6170,2026-01-12,Engagement Bonus,5
2946,4270,25449,2026-07-13,Engagement Bonus,5
2947,3612,50264,2026-02-16,Remix,10
2948,3549,6831,2026-07-27,Recreate,5
2949,2099,10623,2026-08-27,Remix,5
2950,5018,3260,2026-05-27,Remix,30
2951,8566,27729,2026-06-20,Remix,5
2952,5683,57310,2026-06-10,Recreate,10
2953,2254,13047,2026-07-03,Recreate,5
2954,2731,50050,2026-01-29,Recreate,5
2955,3243,55752,2026-01-03,Recreate,50
2956,2114,11587,2026-02-09,Engagement Bonus,20
2957,8167,58568,2026-01-24,Recreate,100
2958,9516,37972,2026-05-27,Recreate,10
2959,9005,41812,2026-07-09,Engagement Bonus,5
2960,2501,18427,2026-01-24,Recreate,5
2961,8999,58982,2026-07-13,Recreate,5
2962,8232,36716,2026-01-29,Recreate,5
2963,6044,44762,2026-01-02,Recreate,30
2964,2219,45060,2026-07-12,Recreate,20
2965,7944,59518,2026-03-15,Recreate,5
2966,8809,28187,2026-02-08,Remix,5
2967,941,53171,2026-04-17,Recreate,10
2968,8808,25176,2026-05-10,Remix,10
2969,2315,49518,2026-07-10,Recreate,5
2970,7107,55758,2026-04-09,Engagement Bonus,10
2971,6314,17302,2026-08-12,Recreate,5
2972,8960,52924,2026-08-08,Recreate,30
2973,8764,55037,2026-02-08,Recreate,5
2974,9673,54730,2026-05-21,Recreate,30
2975,5799,59144,2026-06-03,Remix,5
2976,6937,24770,2026-07-28,Recreate,5
2977,9705,36267,2026-06-14,Remix,20
2978,7928,21876,2026-08-06,Recreate,50
2979,9110,41566,2026-04-01,Engagement Bonus,5
2980,2338,28210,2026-08-03,Recreate,30
2981,1948,26769,2026-02-19,Remix,5
2982,8103,30118,2026-01-20,Recreate,30
2983,2085,9178,2026-06-26,Recreate,50
2984,3030,16309,2026-04-01,Recreate,20
2985,9631,4957,2026-07-04,Remix,5
2986,1930,433,2026-02-03,Recreate,100
2987,4583,6861,2026-05-14,Remix,50
2988,4455,33881,2026-05-13,Recreate,10
2989,8475,8567,2026-08-14,Recreate,20
2990,720,58971,2026-03-07,Recreate,5
2991,3047,55812,2026-02-25,Recreate,30
2992,8201,35943,2026-04-24,Recreate,20
2993,8011,11658,2026-08-24,Engagement Bonus,10
2994,3788,53598,2026-06-11,Recreate,50
2995,3262,4837,2026-04-28,Remix,50
2996,6231,38585,2026-07-17,Engagement Bonus,10
2997,9521,28410,2026-07-09,Remix,10
2998,3524,1133,2026-04-06,Engagement Bonus,10
2999,8739,58439,2026-07-06,Remix,20
3000,3942,37341,2026-06-04,Remix,10
3001,9389,4836,2026-01-08,Recreate,20
3002,728,37626,2026-02-24,Remix,20
3003,4045,43295,2026-01-04,Remix,5
3004,6812,34749,2026-06-05,Recreate,5
3005,3429,57807,2026-02-19,Remix,20
3006,8442,59247,2026-06-17,Recreate,5
3007,1287,47591,2026-01-18,Recreate,10
3008,7098,23350,2026-01-05,Recreate,20
3009,3715,51881,2026-07-28,Recreate,20
3010,4667,43431,2026-05-17,Remix,10
3011,2578,13315,2026-06-08,Recreate,30
3012,5582,46193,2026-06-22,Recreate,10
3013,8101,7289,2026-03-14,Recreate,5
3014,2268,56352,2026-02-18,Recreate,10
3015,8329,24005,2026-08-30,Recreate,100
3016,4621,38031,2026-08-13,Remix,5
3017,9371,49319,2026-05-01,Engagement Bonus,50
3018,1040,25874,2026-05-25,Recreate,5
3019,4628,45762,2026-01-03,Recreate,10
3020,88,45143,2026-03-09,Recreate,20
3021,9259,12213,2026-01-27,Recreate,50
3022,4408,58149,2026-03-29,Recreate,100
3023,2709,22216,2026-02-24,Engagement Bonus,5
3024,1186,30074,2026-01-05,Remix,50
3025,3653,2338,2026-08-22,Recreate,20
3026,9117,10600,2026-01-01,Recreate,10
3027,6688,42467,2026-03-17,Recreate,20
3028,7006,35708,2026-05-03,Recreate,20
3029,5950,21248,2026-06-12,Recreate,20
3030,9951,38304,2026-05-03,Remix,100
3031,447,52831,2026-06-29,Recreate,10
3032,1069,26895,2026-04-06,Recreate,100
3033,2558,49535,2026-03-28,Engagement Bonus,10
3034,8632,43481,2026-01-09,Engagement Bonus,10
3035,5431,52194,2026-08-14,Remix,50
3036,2777,45968,2026-04-16,Recreate,30
3037,559,45565,2026-06-12,Recreate,10
3038,9071,47232,2026-08-13,Recreate,100
3039,2174,12247,2026-07-07,Remix,30
3040,1222,17325,2026-01-09,Recreate,5
3041,7622,32868,2026-05-21,Recreate,10
3042,4752,22285,2026-07-14,Remix,30
3043,8006,4656,2026-08-01,Remix,10
3044,44,15357,2026-02-26,Recreate,5
3045,3000,55762,2026-08-21,Recreate,10
3046,1778,46652,2026-05-08,Recreate,30
3047,3238,35569,2026-08-18,Engagement Bonus,20
3048,4475,26341,2026-02-26,Engagement Bonus,30
3049,9840,19867,2026-01-06,Recreate,20
3050,1408,58220,2026-05-13,Recreate,30
3051,2432,36672,2026-03-21,Recreate,100
3052,6589,13382,2026-01-03,Recreate,10
3053,3588,40050,2026-04-24,Recreate,20
3054,505,35155,2026-07-12,Recreate,20
3055,262,1448,2026-05-01,Recreate,20
3056,7211,48328,2026-07-02,Recreate,10
3057,1401,40938,2026-04-23,Recreate,10
3058,7219,19392,2026-03-30,Recreate,100
3059,8696,35619,2026-03-17,Recreate,10
3060,5516,27510,2026-06-24,Remix,5
3061,4391,50909,2026-08-31,Recreate,10
3062,5277,14296,2026-04-26,Recreate,50
3063,896,10299,2026-07-18,Engagement Bonus,30
3064,4472,49999,2026-06-03,Recreate,10
3065,2192,57961,2026-01-18,Recreate,5
3066,8588,7349,2026-04-30,Recreate,30
3067,6479,51160,2026-06-24,Recreate,5
3068,434,52295,2026-02-16,Recreate,10
3069,1314,21489,2026-05-04,Recreate,10
3070,3385,11538,2026-05-09,Recreate,20
3071,7871,4932,2026-02-12,Recreate,10
3072,5529,27621,2026-08-23,Recreate,5
