user_id,signup_date,acquisition_source,country,user_type,signup_month
4575,2026-03-11,YouTube,India,Viewer,2026-03
4576,2026-01-17,Organic,India,Viewer,2026-01
4577,2026-04-25,Paid Social,Canada,Creator,2026-04
4578,2026-05-27,X,United States,Creator,2026-05
4579,2026-06-03,YouTube,United Kingdom,Creator,2026-06
4580,2026-02-17,Organic,India,Viewer,2026-02
4581,2026-04-18,Organic,United States,Creator,2026-04
4582,2026-08-24,Organic,India,Creator,2026-08
4583,2026-02-21,TikTok,India,Creator,2026-02
4584,2026-04-06,TikTok,India,Creator,2026-04
4585,2026-03-11,Referral,United Kingdom,Viewer,2026-03
4586,2026-07-02,Organic,United Kingdom,Viewer,2026-07
4587,2026-08-16,Referral,India,Viewer,2026-08
4588,2026-04-12,Organic,Canada,Viewer,2026-04
4589,2026-03-16,Organic,India,Creator,2026-03
4590,2026-06-10,Referral,United States,Creator,2026-06
4591,2026-07-09,Referral,Germany,Creator,2026-07
4592,2026-08-04,Instagram,Other,Creator,2026-08
4593,2026-05-31,Organic,Germany,Creator,2026-05
4594,2026-05-23,X,India,Viewer,2026-05
4595,2026-06-04,TikTok,Other,Creator,2026-06
4596,2026-07-22,TikTok,United Kingdom,Viewer,2026-07
4597,2026-07-11,YouTube,Nigeria,Viewer,2026-07
4598,2026-07-28,Instagram,Other,Creator,2026-07
4599,2026-06-28,Organic,Germany,Creator,2026-06
4600,2026-06-30,Paid Social,United Kingdom,Viewer,2026-06
4601,2026-07-25,Referral,Germany,Creator,2026-07
4602,2026-08-07,Organic,United States,Viewer,2026-08
4603,2026-03-23,Instagram,United Kingdom,Creator,2026-03
4604,2026-04-02,Organic,India,Viewer,2026-04
4605,2026-06-28,Referral,Other,Viewer,2026-06
4606,2026-06-24,X,Nigeria,Creator,2026-06
4607,2026-01-04,Organic,Germany,Creator,2026-01
4608,2026-05-15,Organic,United States,Creator,2026-05
4609,2026-04-19,Organic,Canada,Creator,2026-04
4610,2026-06-12,Instagram,United States,Viewer,2026-06
4611,2026-02-17,Referral,Nigeria,Creator,2026-02
4612,2026-03-14,Organic,Canada,Viewer,2026-03
4613,2026-03-13,Organic,India,Viewer,2026-03
4614,2026-04-26,TikTok,United States,Viewer,2026-04
4615,2026-06-22,Organic,Nigeria,Creator,2026-06
4616,2026-03-22,TikTok,United States,Creator,2026-03
4617,2026-03-22,X,United States,Viewer,2026-03
4618,2026-04-23,YouTube,United States,Viewer,2026-04
4619,2026-08-13,Paid Social,India,Creator,2026-08
4620,2026-04-06,Paid Social,Germany,Creator,2026-04
4621,2026-03-13,X,Other,Creator,2026-03
4622,2026-05-27,Referral,United Kingdom,Viewer,2026-05
4623,2026-03-04,Paid Social,India,Viewer,2026-03
4624,2026-02-07,Organic,Canada,Creator,2026-02
4625,2026-03-08,Organic,Nigeria,Creator,2026-03
4626,2026-07-06,Organic,Canada,Creator,2026-07
4627,2026-03-10,X,United States,Viewer,2026-03
4628,2026-01-13,Referral,India,Viewer,2026-01
4629,2026-06-24,TikTok,United Kingdom,Viewer,2026-06
4630,2026-07-08,Instagram,United States,Creator,2026-07
4631,2026-01-31,Instagram,Other,Creator,2026-01
4632,2026-07-27,Organic,Canada,Viewer,2026-07
4633,2026-04-24,TikTok,United States,Viewer,2026-04
4634,2026-08-12,Organic,Canada,Creator,2026-08
4635,2026-01-22,Organic,Nigeria,Creator,2026-01
4636,2026-04-03,Referral,India,Creator,2026-04
4637,2026-08-02,Referral,United States,Creator,2026-08
4638,2026-06-20,Referral,India,Creator,2026-06
4639,2026-03-08,YouTube,India,Creator,2026-03
4640,2026-02-23,Referral,India,Creator,2026-02
4641,2026-05-18,YouTube,India,Viewer,2026-05
4642,2026-02-11,YouTube,India,Creator,2026-02
4643,2026-03-05,YouTube,Canada,Creator,2026-03
4644,2026-05-06,Instagram,India,Creator,2026-05
4645,2026-01-21,TikTok,United States,Viewer,2026-01
4646,2026-07-27,Referral,United States,Creator,2026-07
4647,2026-07-23,TikTok,India,Viewer,2026-07
4648,2026-07-13,Instagram,Other,Viewer,2026-07
4649,2026-06-18,Instagram,United Kingdom,Creator,2026-06
4650,2026-06-01,Organic,Germany,Viewer,2026-06
4651,2026-02-04,Paid Social,Nigeria,Creator,2026-02
4652,2026-07-03,Organic,Canada,Creator,2026-07
4653,2026-01-30,TikTok,Other,Viewer,2026-01
4654,2026-02-26,Organic,United States,Viewer,2026-02
4655,2026-08-10,Referral,Nigeria,Viewer,2026-08
4656,2026-02-16,X,Nigeria,Viewer,2026-02
4657,2026-06-12,X,Other,Creator,2026-06
4658,2026-01-19,Referral,India,Creator,2026-01
4659,2026-04-24,TikTok,United Kingdom,Viewer,2026-04
4660,2026-01-08,Organic,India,Viewer,2026-01
4661,2026-01-26,Organic,Other,Creator,2026-01
4662,2026-04-23,Referral,Nigeria,Creator,2026-04
4663,2026-08-20,X,Germany,Creator,2026-08
4664,2026-03-12,Organic,Other,Creator,2026-03
4665,2026-01-30,Organic,Nigeria,Creator,2026-01
4666,2026-05-15,Organic,United Kingdom,Creator,2026-05
4667,2026-03-08,X,United Kingdom,Creator,2026-03
4668,2026-03-06,Organic,United States,Creator,2026-03
4669,2026-02-05,Organic,United States,Creator,2026-02
4670,2026-01-25,TikTok,India,Creator,2026-01
4671,2026-02-06,YouTube,United States,Creator,2026-02
4672,2026-01-01,YouTube,Other,Viewer,2026-01
4673,2026-05-23,Instagram,India,Viewer,2026-05
4674,2026-02-06,YouTube,Canada,Creator,2026-02
4675,2026-05-21,Instagram,India,Viewer,2026-05
4676,2026-08-20,Paid Social,United States,Creator,2026-08
4677,2026-05-16,Organic,India,Creator,2026-05
4678,2026-05-13,X,United States,Viewer,2026-05
4679,2026-07-07,Instagram,India,Viewer,2026-07
4680,2026-05-08,Organic,United Kingdom,Creator,2026-05
4681,2026-07-20,Referral,Nigeria,Creator,2026-07
4682,2026-05-07,Organic,Canada,Creator,2026-05
4683,2026-01-01,TikTok,Nigeria,Creator,2026-01
4684,2026-06-13,TikTok,Other,Creator,2026-06
4685,2026-02-04,Organic,Canada,Creator,2026-02
4686,2026-07-13,Instagram,India,Creator,2026-07
4687,2026-07-10,Instagram,India,Creator,2026-07
4688,2026-04-14,Referral,India,Creator,2026-04
4689,2026-01-23,Referral,United States,Creator,2026-01
4690,2026-01-09,Organic,Nigeria,Creator,2026-01
4691,2026-02-03,X,Other,Creator,2026-02
4692,2026-06-23,Paid Social,Nigeria,Viewer,2026-06
4693,2026-07-25,Organic,Canada,Creator,2026-07
4694,2026-05-08,Instagram,India,Creator,2026-05
4695,2026-01-04,Referral,India,Creator,2026-01
4696,2026-06-07,X,Germany,Creator,2026-06
4697,2026-08-11,Organic,India,Creator,2026-08
4698,2026-04-12,TikTok,Other,Creator,2026-04
4699,2026-03-16,Instagram,India,Creator,2026-03
4700,2026-04-09,Paid Social,Germany,Creator,2026-04
4701,2026-03-13,Organic,Canada,Creator,2026-03
4702,2026-01-03,Paid Social,United Kingdom,Creator,2026-01
4703,2026-05-22,TikTok,Germany,Viewer,2026-05
4704,2026-07-07,Organic,United States,Creator,2026-07
4705,2026-07-24,TikTok,India,Viewer,2026-07
4706,2026-06-22,X,India,Creator,2026-06
4707,2026-08-12,Organic,India,Creator,2026-08
4708,2026-02-03,TikTok,United States,Creator,2026-02
4709,2026-02-14,Referral,Other,Creator,2026-02
4710,2026-03-02,Paid Social,India,Creator,2026-03
4711,2026-03-24,TikTok,Other,Creator,2026-03
4712,2026-05-03,Organic,Other,Creator,2026-05
4713,2026-04-12,Referral,Canada,Creator,2026-04
4714,2026-01-16,X,Other,Creator,2026-01
4715,2026-03-07,Organic,Canada,Creator,2026-03
4716,2026-06-17,Paid Social,Nigeria,Viewer,2026-06
4717,2026-05-25,Organic,United Kingdom,Viewer,2026-05
4718,2026-04-29,X,United Kingdom,Viewer,2026-04
4719,2026-06-11,TikTok,India,Creator,2026-06
4720,2026-08-22,X,India,Creator,2026-08
4721,2026-05-04,Organic,Nigeria,Creator,2026-05
4722,2026-05-24,YouTube,India,Viewer,2026-05
4723,2026-04-12,Paid Social,Other,Viewer,2026-04
4724,2026-07-07,Instagram,Nigeria,Creator,2026-07
4725,2026-03-07,Instagram,United States,Viewer,2026-03
4726,2026-07-13,Organic,India,Viewer,2026-07
4727,2026-08-06,Paid Social,United States,Creator,2026-08
4728,2026-01-13,Paid Social,United States,Viewer,2026-01
4729,2026-07-03,Referral,India,Creator,2026-07
4730,2026-04-21,Instagram,Other,Creator,2026-04
4731,2026-06-08,Paid Social,India,Creator,2026-06
4732,2026-02-03,Organic,United Kingdom,Creator,2026-02
4733,2026-02-08,Instagram,India,Viewer,2026-02
4734,2026-07-14,Instagram,Other,Viewer,2026-07
4735,2026-05-16,Instagram,Nigeria,Creator,2026-05
4736,2026-08-03,Referral,United Kingdom,Creator,2026-08
4737,2026-07-25,YouTube,Canada,Creator,2026-07
4738,2026-04-30,Organic,United Kingdom,Creator,2026-04
4739,2026-05-06,TikTok,India,Creator,2026-05
4740,2026-02-24,TikTok,United States,Creator,2026-02
4741,2026-01-27,X,India,Creator,2026-01
4742,2026-04-28,TikTok,Nigeria,Viewer,2026-04
4743,2026-08-09,Organic,United States,Creator,2026-08
4744,2026-08-19,YouTube,Germany,Creator,2026-08
4745,2026-02-22,Referral,India,Creator,2026-02
4746,2026-02-08,Paid Social,India,Creator,2026-02
4747,2026-03-06,Paid Social,Other,Viewer,2026-03
4748,2026-05-25,Referral,Other,Creator,2026-05
4749,2026-08-21,Organic,Other,Creator,2026-08
4750,2026-06-07,Referral,Nigeria,Creator,2026-06
4751,2026-06-30,TikTok,India,Viewer,2026-06
4752,2026-01-13,YouTube,Other,Creator,2026-01
4753,2026-01-21,Instagram,India,Creator,2026-01
4754,2026-05-27,Referral,India,Creator,2026-05
4755,2026-02-22,TikTok,India,Viewer,2026-02
4756,2026-01-19,Organic,United Kingdom,Creator,2026-01
4757,2026-02-26,X,India,Creator,2026-02
4758,2026-01-25,Organic,Canada,Creator,2026-01
4759,2026-08-02,Paid Social,India,Creator,2026-08
4760,2026-01-31,Instagram,India,Creator,2026-01
4761,2026-03-22,X,United States,Creator,2026-03
4762,2026-07-02,Paid Social,United States,Creator,2026-07
4763,2026-01-23,X,Other,Viewer,2026-01
4764,2026-02-01,TikTok,Other,Viewer,2026-02
4765,2026-07-09,TikTok,India,Creator,2026-07
4766,2026-03-15,Instagram,Other,Creator,2026-03
4767,2026-01-10,Referral,United Kingdom,Viewer,2026-01
4768,2026-08-16,Referral,United States,Creator,2026-08
4769,2026-07-19,Paid Social,Canada,Viewer,2026-07
4770,2026-02-23,Organic,Other,Viewer,2026-02
4771,2026-02-21,Organic,India,Creator,2026-02
4772,2026-05-28,Organic,India,Creator,2026-05
4773,2026-06-09,Referral,United States,Creator,2026-06
4774,2026-04-24,Organic,India,Viewer,2026-04
4775,2026-01-14,Organic,United States,Viewer,2026-01
4776,2026-06-27,X,United Kingdom,Creator,2026-06
4777,2026-06-05,TikTok,Germany,Viewer,2026-06
4778,2026-04-20,YouTube,United States,Creator,2026-04
4779,2026-02-22,Instagram,United States,Creator,2026-02
4780,2026-06-01,TikTok,Canada,Creator,2026-06
4781,2026-03-20,TikTok,United States,Creator,2026-03
4782,2026-01-22,Referral,Germany,Creator,2026-01
4783,2026-01-30,TikTok,Other,Creator,2026-01
4784,2026-07-10,TikTok,Other,Creator,2026-07
4785,2026-01-04,TikTok,United Kingdom,Creator,2026-01
4786,2026-07-24,Organic,United States,Viewer,2026-07
4787,2026-02-28,Referral,India,Creator,2026-02
4788,2026-08-03,Organic,Canada,Creator,2026-08
4789,2026-01-08,Paid Social,Other,Creator,2026-01
4790,2026-07-29,TikTok,India,Creator,2026-07
4791,2026-01-12,Paid Social,India,Viewer,2026-01
4792,2026-04-29,Referral,Germany,Creator,2026-04
4793,2026-06-08,X,India,Creator,2026-06
4794,2026-07-25,YouTube,India,Creator,2026-07
4795,2026-02-03,TikTok,Other,Viewer,2026-02
4796,2026-03-23,X,India,Creator,2026-03
4797,2026-04-08,TikTok,India,Creator,2026-04
4798,2026-05-07,TikTok,Nigeria,Creator,2026-05
4799,2026-03-16,Referral,Canada,Creator,2026-03
4800,2026-04-15,Organic,United States,Creator,2026-04
4801,2026-07-23,Referral,United States,Creator,2026-07
4802,2026-02-18,TikTok,United Kingdom,Creator,2026-02
4803,2026-03-20,Instagram,Nigeria,Creator,2026-03
4804,2026-07-04,Paid Social,India,Creator,2026-07
4805,2026-08-11,YouTube,India,Creator,2026-08
4806,2026-04-03,YouTube,Nigeria,Creator,2026-04
4807,2026-06-03,YouTube,Canada,Creator,2026-06
4808,2026-01-18,Paid Social,Canada,Creator,2026-01
4809,2026-04-06,Organic,Canada,Viewer,2026-04
4810,2026-08-02,X,Canada,Viewer,2026-08
4811,2026-02-07,TikTok,India,Viewer,2026-02
4812,2026-07-28,Organic,Other,Viewer,2026-07
4813,2026-03-28,Organic,Other,Creator,2026-03
4814,2026-03-29,TikTok,Nigeria,Viewer,2026-03
4815,2026-02-19,X,India,Viewer,2026-02
4816,2026-01-08,Paid Social,Nigeria,Viewer,2026-01
4817,2026-06-18,Referral,Nigeria,Creator,2026-06
4818,2026-05-14,X,India,Creator,2026-05
4819,2026-03-10,Organic,United Kingdom,Creator,2026-03
4820,2026-06-21,TikTok,Canada,Viewer,2026-06
4821,2026-05-01,TikTok,Germany,Viewer,2026-05
4822,2026-03-05,X,India,Viewer,2026-03
4823,2026-06-06,Organic,India,Viewer,2026-06
4824,2026-06-05,Instagram,United Kingdom,Creator,2026-06
4825,2026-05-19,Paid Social,Germany,Viewer,2026-05
4826,2026-05-01,YouTube,Nigeria,Viewer,2026-05
4827,2026-03-06,Referral,United Kingdom,Viewer,2026-03
4828,2026-04-17,YouTube,India,Creator,2026-04
4829,2026-05-27,Organic,United Kingdom,Creator,2026-05
4830,2026-05-17,Organic,Other,Creator,2026-05
4831,2026-06-04,Referral,United Kingdom,Creator,2026-06
4832,2026-06-11,YouTube,Other,Creator,2026-06
4833,2026-06-21,X,Nigeria,Creator,2026-06
4834,2026-07-15,Organic,Germany,Viewer,2026-07
4835,2026-04-10,X,India,Creator,2026-04
4836,2026-03-23,Organic,India,Viewer,2026-03
4837,2026-05-23,Organic,India,Creator,2026-05
4838,2026-02-20,TikTok,Nigeria,Creator,2026-02
4839,2026-05-21,Instagram,United States,Creator,2026-05
4840,2026-03-24,Organic,United Kingdom,Creator,2026-03
4841,2026-06-26,Organic,Other,Viewer,2026-06
4842,2026-07-17,YouTube,United Kingdom,Creator,2026-07
4843,2026-04-22,X,India,Creator,2026-04
4844,2026-02-25,Instagram,Other,Creator,2026-02
4845,2026-07-23,Instagram,Nigeria,Viewer,2026-07
4846,2026-06-28,Paid Social,United Kingdom,Creator,2026-06
4847,2026-06-14,Organic,Other,Viewer,2026-06
4848,2026-05-25,Organic,Other,Creator,2026-05
4849,2026-07-05,YouTube,Nigeria,Viewer,2026-07
4850,2026-08-03,Organic,Germany,Creator,2026-08
4851,2026-08-06,X,Nigeria,Creator,2026-08
4852,2026-06-06,X,Nigeria,Creator,2026-06
4853,2026-06-10,Paid Social,Nigeria,Creator,2026-06
4854,2026-03-01,Paid Social,Nigeria,Viewer,2026-03
4855,2026-08-07,Paid Social,United States,Creator,2026-08
4856,2026-08-05,Organic,Canada,Creator,2026-08
4857,2026-04-30,Referral,India,Creator,2026-04
4858,2026-07-02,Organic,United Kingdom,Viewer,2026-07
4859,2026-05-18,YouTube,United Kingdom,Viewer,2026-05
4860,2026-06-24,YouTube,Other,Viewer,2026-06
4861,2026-01-23,Organic,United States,Creator,2026-01
4862,2026-08-01,YouTube,Other,Viewer,2026-08
4863,2026-05-29,Organic,Other,Creator,2026-05
4864,2026-08-23,TikTok,United Kingdom,Creator,2026-08
4865,2026-01-13,Paid Social,Canada,Creator,2026-01
4866,2026-04-11,Organic,United States,Viewer,2026-04
4867,2026-06-10,Organic,Other,Creator,2026-06
4868,2026-01-24,Instagram,United Kingdom,Creator,2026-01
4869,2026-04-18,Referral,United States,Creator,2026-04
4870,2026-01-11,Organic,United States,Viewer,2026-01
4871,2026-01-17,TikTok,United Kingdom,Creator,2026-01
4872,2026-07-15,Paid Social,India,Viewer,2026-07
4873,2026-06-24,Organic,Canada,Creator,2026-06
4874,2026-01-25,TikTok,India,Creator,2026-01
4875,2026-04-04,Referral,Nigeria,Viewer,2026-04
4876,2026-07-20,Instagram,United Kingdom,Creator,2026-07
4877,2026-01-21,Referral,Germany,Viewer,2026-01
4878,2026-03-25,Organic,Canada,Creator,2026-03
4879,2026-07-30,Paid Social,Canada,Viewer,2026-07
4880,2026-07-30,Paid Social,Other,Viewer,2026-07
4881,2026-05-20,Organic,Nigeria,Creator,2026-05
4882,2026-02-06,Organic,Germany,Creator,2026-02
4883,2026-02-11,Paid Social,India,Viewer,2026-02
4884,2026-05-25,Instagram,Germany,Creator,2026-05
4885,2026-04-11,X,India,Creator,2026-04
4886,2026-02-17,X,Other,Creator,2026-02
4887,2026-04-13,Referral,United States,Creator,2026-04
4888,2026-01-28,Referral,India,Creator,2026-01
4889,2026-02-10,Organic,India,Viewer,2026-02
4890,2026-04-09,Organic,India,Creator,2026-04
4891,2026-02-16,Referral,United States,Viewer,2026-02
4892,2026-05-26,Referral,Nigeria,Viewer,2026-05
4893,2026-07-25,X,Other,Creator,2026-07
4894,2026-08-15,Paid Social,United States,Viewer,2026-08
4895,2026-08-24,Referral,India,Viewer,2026-08
4896,2026-04-15,Organic,Canada,Creator,2026-04
4897,2026-05-04,Referral,India,Viewer,2026-05
4898,2026-07-18,TikTok,Other,Creator,2026-07
4899,2026-08-21,Organic,United States,Viewer,2026-08
4900,2026-01-13,TikTok,United Kingdom,Viewer,2026-01
4901,2026-07-29,Referral,India,Creator,2026-07
4902,2026-08-17,Paid Social,India,Creator,2026-08
4903,2026-05-21,Organic,Canada,Creator,2026-05
4904,2026-04-10,Organic,United States,Creator,2026-04
4905,2026-01-31,X,Other,Creator,2026-01
4906,2026-05-10,Referral,Nigeria,Viewer,2026-05
4907,2026-01-16,Referral,Germany,Viewer,2026-01
4908,2026-05-17,X,Other,Viewer,2026-05
4909,2026-03-14,YouTube,United States,Creator,2026-03
4910,2026-06-15,Organic,Germany,Creator,2026-06
4911,2026-07-22,Instagram,India,Creator,2026-07
4912,2026-02-23,Organic,United Kingdom,Creator,2026-02
4913,2026-07-03,Paid Social,Canada,Creator,2026-07
4914,2026-08-02,Organic,United States,Creator,2026-08
4915,2026-08-13,YouTube,India,Viewer,2026-08
4916,2026-04-10,Organic,United Kingdom,Viewer,2026-04
4917,2026-04-19,Instagram,Other,Creator,2026-04
4918,2026-03-28,TikTok,Other,Viewer,2026-03
4919,2026-06-22,TikTok,Canada,Creator,2026-06
4920,2026-06-11,Organic,India,Creator,2026-06
4921,2026-05-17,Referral,Other,Viewer,2026-05
4922,2026-08-04,TikTok,Other,Creator,2026-08
4923,2026-01-08,YouTube,United States,Creator,2026-01
4924,2026-01-07,Instagram,India,Creator,2026-01
4925,2026-02-05,Instagram,Other,Creator,2026-02
4926,2026-01-18,Instagram,Other,Creator,2026-01
4927,2026-01-03,Paid Social,India,Creator,2026-01
4928,2026-01-28,TikTok,Other,Viewer,2026-01
4929,2026-03-11,Organic,Nigeria,Creator,2026-03
4930,2026-08-24,Paid Social,Other,Creator,2026-08
4931,2026-06-21,Organic,United States,Viewer,2026-06
4932,2026-05-29,Referral,Nigeria,Viewer,2026-05
4933,2026-01-28,Organic,India,Creator,2026-01
4934,2026-08-20,YouTube,Other,Creator,2026-08
4935,2026-02-23,Organic,United States,Creator,2026-02
4936,2026-07-01,Paid Social,Germany,Creator,2026-07
4937,2026-03-06,X,India,Viewer,2026-03
4938,2026-04-10,TikTok,Canada,Viewer,2026-04
4939,2026-01-21,Organic,Nigeria,Creator,2026-01
4940,2026-08-23,TikTok,India,Creator,2026-08
4941,2026-08-15,YouTube,India,Creator,2026-08
4942,2026-01-13,TikTok,India,Creator,2026-01
4943,2026-02-26,Organic,Canada,Creator,2026-02
4944,2026-02-18,X,United States,Viewer,2026-02
4945,2026-04-28,TikTok,India,Creator,2026-04
4946,2026-02-23,Organic,India,Creator,2026-02
4947,2026-05-18,Organic,Nigeria,Creator,2026-05
4948,2026-02-22,YouTube,India,Viewer,2026-02
4949,2026-02-13,Paid Social,United States,Viewer,2026-02
4950,2026-02-16,Organic,United Kingdom,Viewer,2026-02
4951,2026-02-22,Referral,Nigeria,Creator,2026-02
4952,2026-03-15,Organic,Nigeria,Creator,2026-03
4953,2026-02-15,TikTok,United States,Creator,2026-02
4954,2026-01-13,Instagram,India,Viewer,2026-01
4955,2026-06-14,Organic,Germany,Creator,2026-06
4956,2026-04-12,Instagram,Other,Viewer,2026-04
4957,2026-01-24,Paid Social,Nigeria,Viewer,2026-01
4958,2026-01-02,Paid Social,United States,Creator,2026-01
4959,2026-08-02,Organic,Nigeria,Creator,2026-08
4960,2026-03-22,Organic,Other,Viewer,2026-03
4961,2026-04-10,Paid Social,United Kingdom,Creator,2026-04
4962,2026-05-22,Organic,Germany,Creator,2026-05
4963,2026-05-18,YouTube,United States,Creator,2026-05
4964,2026-06-12,Organic,United Kingdom,Viewer,2026-06
4965,2026-06-02,TikTok,United Kingdom,Viewer,2026-06
4966,2026-05-11,Organic,Nigeria,Creator,2026-05
4967,2026-04-21,Referral,Nigeria,Viewer,2026-04
4968,2026-04-12,Paid Social,Nigeria,Creator,2026-04
4969,2026-01-17,TikTok,Germany,Creator,2026-01
4970,2026-01-12,Referral,Other,Creator,2026-01
4971,2026-07-01,TikTok,India,Viewer,2026-07
4972,2026-04-26,Organic,Nigeria,Creator,2026-04
4973,2026-01-24,Referral,Other,Creator,2026-01
4974,2026-01-29,X,India,Viewer,2026-01
4975,2026-06-20,Organic,United States,Creator,2026-06
4976,2026-06-02,Organic,India,Viewer,2026-06
4977,2026-08-16,Paid Social,India,Creator,2026-08
4978,2026-05-02,Referral,Other,Viewer,2026-05
4979,2026-07-07,Referral,United States,Creator,2026-07
4980,2026-03-31,Organic,United Kingdom,Viewer,2026-03
4981,2026-08-18,Referral,India,Creator,2026-08
4982,2026-03-06,Organic,India,Creator,2026-03
4983,2026-03-25,Paid Social,Other,Viewer,2026-03
4984,2026-04-29,Organic,Nigeria,Viewer,2026-04
4985,2026-06-05,TikTok,India,Creator,2026-06
4986,2026-01-16,TikTok,Other,Creator,2026-01
4987,2026-06-24,Referral,Nigeria,Creator,2026-06
4988,2026-07-28,Referral,United States,Viewer,2026-07
4989,2026-04-14,TikTok,United Kingdom,Viewer,2026-04
4990,2026-04-02,X,India,Creator,2026-04
4991,2026-07-05,Referral,Nigeria,Creator,2026-07
4992,2026-07-23,Organic,United Kingdom,Creator,2026-07
4993,2026-01-27,Referral,United States,Viewer,2026-01
4994,2026-06-30,Paid Social,Canada,Creator,2026-06
4995,2026-06-19,Organic,United States,Creator,2026-06
4996,2026-07-06,Organic,United Kingdom,Creator,2026-07
4997,2026-06-24,TikTok,India,Viewer,2026-06
4998,2026-08-10,Organic,Other,Creator,2026-08
4999,2026-08-21,Instagram,Other,Viewer,2026-08
5000,2026-06-11,YouTube,India,Viewer,2026-06
5001,2026-06-14,X,Other,Viewer,2026-06
5002,2026-05-14,Organic,Nigeria,Creator,2026-05
5003,2026-05-15,YouTube,United Kingdom,Viewer,2026-05
5004,2026-08-12,YouTube,Germany,Creator,2026-08
5005,2026-08-12,Paid Social,India,Creator,2026-08
5006,2026-06-02,Organic,India,Viewer,2026-06
5007,2026-02-02,YouTube,United States,Viewer,2026-02
5008,2026-02-24,Paid Social,United States,Creator,2026-02
5009,2026-07-05,Instagram,United States,Creator,2026-07
5010,2026-01-07,TikTok,Nigeria,Creator,2026-01
5011,2026-02-26,Organic,India,Creator,2026-02
5012,2026-05-06,Referral,United Kingdom,Creator,2026-05
5013,2026-01-12,TikTok,India,Viewer,2026-01
5014,2026-01-16,Paid Social,United States,Viewer,2026-01
5015,2026-07-27,Referral,India,Viewer,2026-07
5016,2026-02-12,TikTok,Canada,Creator,2026-02
5017,2026-04-27,X,Other,Creator,2026-04
5018,2026-08-16,Organic,India,Viewer,2026-08
5019,2026-07-24,Organic,Canada,Creator,2026-07
5020,2026-05-15,YouTube,Other,Viewer,2026-05
5021,2026-08-16,YouTube,Other,Creator,2026-08
5022,2026-04-21,TikTok,Nigeria,Creator,2026-04
5023,2026-02-20,Referral,United States,Creator,2026-02
5024,2026-07-20,Organic,United States,Creator,2026-07
5025,2026-06-09,Instagram,United States,Creator,2026-06
5026,2026-03-16,Instagram,United Kingdom,Viewer,2026-03
5027,2026-01-08,TikTok,Nigeria,Viewer,2026-01
5028,2026-08-13,Paid Social,United Kingdom,Creator,2026-08
5029,2026-08-03,YouTube,India,Creator,2026-08
5030,2026-08-05,Instagram,India,Creator,2026-08
5031,2026-07-19,Instagram,Other,Creator,2026-07
5032,2026-02-14,Organic,Other,Creator,2026-02
5033,2026-08-02,TikTok,Canada,Creator,2026-08
5034,2026-02-28,YouTube,India,Creator,2026-02
5035,2026-05-12,Paid Social,Other,Creator,2026-05
5036,2026-04-14,Referral,India,Viewer,2026-04
5037,2026-07-14,TikTok,Canada,Viewer,2026-07
5038,2026-06-06,Instagram,India,Viewer,2026-06
5039,2026-08-21,Organic,United Kingdom,Creator,2026-08
5040,2026-06-06,Organic,Canada,Creator,2026-06
5041,2026-04-08,Instagram,Germany,Creator,2026-04
5042,2026-08-14,Instagram,Canada,Creator,2026-08
5043,2026-06-05,Organic,Other,Viewer,2026-06
5044,2026-07-24,YouTube,Nigeria,Creator,2026-07
5045,2026-03-20,YouTube,United Kingdom,Viewer,2026-03
5046,2026-05-04,TikTok,United States,Creator,2026-05
5047,2026-08-03,Referral,India,Creator,2026-08
5048,2026-06-21,Organic,Canada,Creator,2026-06
5049,2026-08-06,Instagram,Other,Viewer,2026-08
5050,2026-01-04,Referral,India,Creator,2026-01
5051,2026-03-31,Instagram,India,Creator,2026-03
5052,2026-04-14,Paid Social,India,Creator,2026-04
5053,2026-05-17,Organic,Other,Creator,2026-05
5054,2026-04-29,X,United States,Creator,2026-04
5055,2026-05-13,X,India,Creator,2026-05
5056,2026-02-25,YouTube,India,Creator,2026-02
5057,2026-04-06,Referral,United States,Creator,2026-04
5058,2026-07-31,YouTube,United Kingdom,Creator,2026-07
5059,2026-06-27,Referral,Other,Creator,2026-06
5060,2026-03-16,TikTok,United States,Creator,2026-03
5061,2026-05-23,TikTok,India,Creator,2026-05
5062,2026-02-01,X,Other,Creator,2026-02
5063,2026-01-28,X,Germany,Creator,2026-01
5064,2026-01-22,Paid Social,United States,Creator,2026-01
5065,2026-08-21,Organic,India,Viewer,2026-08
5066,2026-01-17,TikTok,Other,Viewer,2026-01
5067,2026-02-28,X,United Kingdom,Viewer,2026-02
5068,2026-03-31,Referral,Other,Creator,2026-03
5069,2026-08-24,Paid Social,United States,Creator,2026-08
5070,2026-07-18,TikTok,United Kingdom,Creator,2026-07
5071,2026-04-16,Organic,United Kingdom,Viewer,2026-04
5072,2026-07-04,TikTok,Other,Viewer,2026-07
5073,2026-01-26,TikTok,Other,Creator,2026-01
5074,2026-01-25,Paid Social,India,Creator,2026-01
5075,2026-05-18,Instagram,United Kingdom,Viewer,2026-05
5076,2026-02-14,TikTok,United States,Creator,2026-02
5077,2026-03-24,TikTok,Germany,Creator,2026-03
5078,2026-01-11,TikTok,Canada,Creator,2026-01
5079,2026-07-24,Referral,Other,Creator,2026-07
5080,2026-06-30,Organic,United States,Creator,2026-06
5081,2026-07-19,TikTok,India,Viewer,2026-07
5082,2026-04-14,Paid Social,India,Viewer,2026-04
5083,2026-03-09,Organic,India,Creator,2026-03
