creator_id,user_id,creator_join_date,creator_tier,creator_country
2027,14975,2026-08-06,Growing,United States
2028,12781,2026-06-17,Emerging,United States
2029,5316,2026-08-09,Emerging,United Kingdom
2030,11088,2026-01-22,Emerging,India
2031,14410,2026-05-05,Emerging,United Kingdom
2032,4138,2026-01-20,Growing,Germany
2033,5011,2026-02-26,Emerging,India
2034,10826,2026-06-18,Emerging,India
2035,7731,2026-07-04,Emerging,India
2036,9376,2026-02-02,Emerging,United States
2037,11209,2026-03-21,Growing,India
2038,8687,2026-05-14,Emerging,Nigeria
2039,9766,2026-08-01,Emerging,Germany
2040,12303,2026-05-29,Established,India
2041,3268,2026-05-09,Established,India
2042,8369,2026-05-05,Established,United States
2043,8774,2026-01-07,Emerging,India
2044,2278,2026-06-23,Growing,Nigeria
2045,8487,2026-04-12,Emerging,United States
2046,1391,2026-07-04,Emerging,Nigeria
2047,2976,2026-05-10,Growing,Nigeria
2048,1870,2026-01-07,Growing,Nigeria
2049,8667,2026-03-26,Emerging,United Kingdom
2050,801,2026-03-24,Growing,India
2051,4956,2026-04-12,Growing,Other
2052,4837,2026-05-23,Growing,India
2053,12878,2026-08-18,Established,United States
2054,5211,2026-08-08,Growing,Nigeria
2055,6934,2026-08-02,Emerging,United Kingdom
2056,486,2026-02-12,Emerging,Germany
2057,12657,2026-01-19,Emerging,United States
2058,10278,2026-02-08,Emerging,India
2059,4245,2026-02-23,Growing,Other
2060,4597,2026-07-11,Emerging,Nigeria
2061,10751,2026-08-05,Growing,Nigeria
2062,2135,2026-03-23,Growing,United States
2063,6725,2026-01-16,Emerging,United States
2064,12489,2026-03-03,Emerging,United States
2065,7082,2026-02-28,Emerging,Nigeria
2066,13741,2026-08-24,Emerging,India
2067,2471,2026-08-01,Emerging,India
2068,12599,2026-02-03,Growing,United States
2069,3305,2026-05-09,Emerging,India
2070,4625,2026-03-08,Emerging,Nigeria
2071,3209,2026-05-13,Emerging,Canada
2072,2885,2026-05-26,Emerging,United States
2073,11404,2026-05-15,Growing,Canada
2074,2255,2026-05-27,Growing,India
2075,9584,2026-02-20,Emerging,United Kingdom
2076,281,2026-06-09,Top Creator,India
2077,6802,2026-05-14,Growing,United States
2078,2556,2026-01-10,Emerging,Germany
2079,5024,2026-07-20,Emerging,United States
2080,6787,2026-07-09,Emerging,India
2081,9600,2026-05-26,Emerging,United States
2082,2294,2026-01-24,Growing,United States
2083,13252,2026-05-29,Emerging,India
2084,836,2026-04-15,Established,Canada
2085,11489,2026-05-12,Emerging,India
2086,3125,2026-07-15,Established,Canada
2087,12075,2026-07-18,Growing,United States
2088,9714,2026-01-16,Emerging,Other
2089,2599,2026-05-10,Emerging,United States
2090,6608,2026-07-10,Growing,Nigeria
2091,7712,2026-06-12,Emerging,Germany
2092,12392,2026-04-15,Emerging,India
2093,7884,2026-07-07,Established,Canada
2094,5069,2026-08-24,Top Creator,United States
2095,13468,2026-03-06,Growing,United Kingdom
2096,5352,2026-04-26,Growing,India
2097,1701,2026-07-13,Emerging,India
2098,6994,2026-01-30,Emerging,Other
2099,4834,2026-07-15,Growing,Germany
2100,9636,2026-01-01,Emerging,India
2101,14482,2026-03-09,Emerging,India
2102,9640,2026-01-17,Growing,Nigeria
2103,4504,2026-04-19,Emerging,United States
2104,7704,2026-03-11,Growing,Germany
2105,13391,2026-01-26,Emerging,India
2106,6453,2026-07-06,Emerging,Canada
2107,6340,2026-05-19,Growing,United States
2108,4438,2026-06-11,Growing,Nigeria
2109,5048,2026-06-21,Emerging,Canada
2110,6278,2026-01-31,Established,United Kingdom
2111,605,2026-08-17,Emerging,Nigeria
2112,3239,2026-07-10,Emerging,United Kingdom
2113,1671,2026-04-29,Emerging,United States
2114,3105,2026-06-13,Emerging,United Kingdom
2115,13047,2026-06-21,Emerging,India
2116,3530,2026-01-24,Growing,Germany
2117,5443,2026-03-29,Growing,United Kingdom
2118,5591,2026-05-15,Established,Nigeria
2119,14776,2026-01-08,Established,Nigeria
2120,11109,2026-03-17,Top Creator,Other
2121,8221,2026-01-16,Growing,Nigeria
2122,1662,2026-05-09,Emerging,India
2123,14625,2026-03-29,Emerging,United States
2124,14056,2026-02-02,Emerging,Germany
2125,3138,2026-03-19,Emerging,India
2126,59,2026-03-14,Growing,United States
2127,4420,2026-01-19,Growing,India
2128,6078,2026-06-22,Emerging,Germany
2129,12705,2026-07-01,Established,India
2130,9841,2026-04-19,Growing,United States
2131,7015,2026-07-05,Emerging,Other
2132,5149,2026-08-24,Emerging,Other
2133,2399,2026-04-24,Emerging,India
2134,846,2026-02-25,Emerging,United States
2135,12991,2026-05-28,Established,Canada
2136,14773,2026-06-12,Growing,Other
2137,9272,2026-01-14,Emerging,Germany
2138,2919,2026-01-07,Emerging,United States
2139,7010,2026-05-02,Growing,Canada
2140,5847,2026-01-03,Established,Canada
2141,13086,2026-07-26,Emerging,United States
2142,6041,2026-06-28,Emerging,United States
2143,6928,2026-05-02,Established,Canada
2144,3638,2026-02-04,Growing,Nigeria
2145,50,2026-02-20,Established,United States
2146,15,2026-03-29,Emerging,United States
2147,5855,2026-06-06,Growing,Other
2148,12473,2026-05-14,Emerging,Nigeria
2149,11675,2026-01-12,Growing,India
2150,11406,2026-06-05,Emerging,India
2151,12260,2026-07-17,Growing,Nigeria
2152,13823,2026-03-18,Emerging,Other
2153,7492,2026-02-09,Growing,United Kingdom
2154,9522,2026-03-06,Growing,United Kingdom
2155,7350,2026-05-04,Established,United Kingdom
2156,12692,2026-07-24,Growing,India
2157,4746,2026-02-08,Emerging,India
2158,582,2026-01-01,Growing,India
2159,14652,2026-03-12,Emerging,India
2160,7071,2026-02-18,Growing,United States
2161,7496,2026-07-14,Growing,Canada
2162,5735,2026-04-03,Emerging,Other
2163,2635,2026-03-25,Top Creator,India
2164,4112,2026-08-08,Emerging,Nigeria
2165,4334,2026-07-20,Emerging,Other
2166,2933,2026-01-19,Emerging,India
2167,1663,2026-02-16,Emerging,Germany
2168,6460,2026-03-14,Emerging,Other
2169,10262,2026-06-28,Emerging,United States
2170,8994,2026-07-27,Emerging,United States
2171,5555,2026-01-12,Growing,United Kingdom
2172,3751,2026-07-08,Emerging,Canada
2173,6437,2026-01-29,Growing,India
2174,2522,2026-04-29,Emerging,United States
2175,8702,2026-06-19,Established,Other
2176,13429,2026-05-08,Established,Nigeria
2177,2320,2026-05-19,Emerging,Germany
2178,10376,2026-03-26,Growing,India
2179,14657,2026-05-28,Growing,Nigeria
2180,12868,2026-04-04,Emerging,Canada
2181,4813,2026-03-28,Emerging,Other
2182,5938,2026-08-17,Growing,United States
2183,12863,2026-01-15,Emerging,India
2184,1989,2026-08-14,Established,United Kingdom
2185,13361,2026-05-04,Top Creator,Nigeria
2186,7988,2026-07-29,Emerging,Nigeria
2187,11359,2026-01-15,Growing,Other
2188,8757,2026-06-20,Emerging,India
2189,10276,2026-08-13,Established,Other
2190,838,2026-01-01,Growing,United States
2191,506,2026-05-22,Growing,Other
2192,7471,2026-05-20,Growing,Other
2193,12985,2026-06-01,Emerging,India
2194,14558,2026-05-15,Established,Nigeria
2195,9197,2026-01-23,Emerging,United Kingdom
2196,4067,2026-03-24,Emerging,United Kingdom
2197,3848,2026-03-30,Emerging,Nigeria
2198,12606,2026-04-04,Emerging,Nigeria
2199,7410,2026-02-19,Emerging,Germany
2200,12008,2026-08-22,Emerging,Nigeria
2201,2431,2026-05-21,Emerging,India
2202,25,2026-08-24,Emerging,India
2203,13145,2026-02-25,Emerging,Other
2204,14036,2026-07-06,Emerging,United Kingdom
2205,8103,2026-03-30,Established,Canada
2206,8699,2026-08-20,Growing,United Kingdom
2207,5159,2026-03-31,Emerging,United States
2208,5013,2026-01-12,Emerging,India
2209,12683,2026-08-05,Established,India
2210,1900,2026-06-17,Emerging,India
2211,1487,2026-07-01,Emerging,United States
2212,10148,2026-05-18,Established,Other
2213,10505,2026-08-06,Emerging,Nigeria
2214,10471,2026-04-26,Growing,United States
2215,11777,2026-04-09,Emerging,Canada
2216,2139,2026-03-18,Established,United Kingdom
2217,2748,2026-04-20,Emerging,India
2218,1214,2026-04-22,Top Creator,India
2219,10910,2026-03-20,Growing,India
2220,7068,2026-07-16,Emerging,United States
2221,7795,2026-06-03,Growing,Other
2222,12883,2026-06-06,Established,Germany
2223,2822,2026-03-30,Emerging,United States
2224,1334,2026-02-04,Established,India
2225,10178,2026-03-11,Emerging,India
2226,7969,2026-05-17,Emerging,Other
2227,8853,2026-02-21,Emerging,Canada
2228,6118,2026-08-14,Established,United States
2229,12197,2026-08-04,Top Creator,Nigeria
2230,13943,2026-08-22,Established,Other
2231,4292,2026-03-28,Emerging,United States
2232,4499,2026-06-14,Established,Canada
2233,4649,2026-06-18,Emerging,United Kingdom
2234,1574,2026-01-30,Emerging,United Kingdom
2235,7037,2026-07-28,Emerging,Nigeria
2236,6652,2026-08-10,Top Creator,India
2237,4478,2026-06-19,Growing,Nigeria
2238,8661,2026-07-25,Emerging,Nigeria
2239,6674,2026-02-28,Growing,United States
2240,13701,2026-01-01,Emerging,Nigeria
2241,13804,2026-06-10,Emerging,India
2242,3331,2026-04-04,Emerging,United Kingdom
2243,1377,2026-06-28,Emerging,Nigeria
2244,12812,2026-03-18,Emerging,India
2245,11007,2026-04-10,Growing,Other
2246,13161,2026-06-28,Emerging,United Kingdom
2247,1653,2026-05-27,Emerging,India
2248,10331,2026-08-01,Growing,United Kingdom
2249,9344,2026-08-04,Emerging,Other
2250,5845,2026-05-09,Emerging,India
2251,3407,2026-05-02,Emerging,India
2252,13635,2026-07-14,Emerging,India
2253,13241,2026-07-06,Emerging,India
2254,6454,2026-07-03,Emerging,India
2255,2686,2026-03-10,Emerging,United States
2256,3311,2026-01-17,Emerging,India
2257,5941,2026-01-18,Growing,India
2258,7209,2026-05-25,Emerging,United Kingdom
2259,14904,2026-05-06,Emerging,Germany
2260,12327,2026-07-24,Growing,Germany
2261,12893,2026-05-30,Growing,India
2262,10530,2026-04-11,Emerging,United Kingdom
2263,14455,2026-01-31,Growing,Other
2264,6690,2026-01-13,Growing,Other
2265,3116,2026-06-18,Emerging,Nigeria
2266,12227,2026-02-05,Established,Canada
2267,14901,2026-03-09,Emerging,India
2268,1157,2026-07-11,Emerging,United States
2269,5276,2026-02-28,Growing,Other
2270,11470,2026-03-13,Established,Nigeria
2271,7238,2026-04-23,Emerging,Nigeria
2272,10441,2026-03-15,Growing,United States
2273,5684,2026-06-03,Emerging,United States
2274,8296,2026-02-27,Emerging,United Kingdom
2275,14024,2026-01-08,Emerging,United Kingdom
2276,12371,2026-04-30,Established,India
2277,8529,2026-04-25,Emerging,United States
2278,13697,2026-07-15,Emerging,Germany
2279,7543,2026-03-17,Emerging,United Kingdom
2280,8595,2026-01-03,Emerging,United States
2281,1500,2026-02-22,Emerging,Germany
2282,2917,2026-03-05,Emerging,India
2283,6531,2026-08-12,Top Creator,India
2284,12607,2026-07-13,Emerging,Nigeria
2285,14754,2026-02-10,Emerging,India
2286,5300,2026-07-07,Emerging,United Kingdom
2287,5022,2026-04-21,Emerging,Nigeria
2288,10145,2026-03-12,Emerging,India
2289,12448,2026-08-19,Established,India
2290,631,2026-02-03,Established,Other
2291,11031,2026-08-04,Emerging,Nigeria
2292,8031,2026-06-09,Growing,India
2293,7630,2026-02-01,Growing,Canada
2294,14220,2026-08-08,Emerging,United States
2295,12281,2026-01-02,Emerging,United Kingdom
2296,10365,2026-07-19,Emerging,United States
2297,6689,2026-05-12,Emerging,Germany
2298,1430,2026-01-26,Emerging,United States
2299,3167,2026-03-24,Growing,United States
2300,883,2026-07-04,Growing,Other
2301,14346,2026-08-02,Emerging,Other
2302,9641,2026-04-22,Emerging,India
2303,1442,2026-02-16,Emerging,Other
2304,6727,2026-01-02,Growing,India
2305,4164,2026-04-15,Growing,Canada
2306,12933,2026-04-23,Growing,United States
2307,10303,2026-02-20,Growing,Nigeria
2308,2414,2026-05-12,Emerging,India
2309,13546,2026-02-15,Established,Nigeria
2310,5851,2026-05-09,Emerging,Other
2311,11688,2026-07-25,Emerging,Germany
2312,2040,2026-05-22,Emerging,United Kingdom
2313,3216,2026-03-20,Emerging,United States
2314,1936,2026-08-09,Emerging,Canada
2315,8081,2026-03-12,Growing,United Kingdom
2316,578,2026-05-20,Growing,United Kingdom
2317,4071,2026-06-19,Emerging,United States
2318,5271,2026-04-19,Emerging,Canada
2319,7106,2026-06-09,Growing,India
2320,6506,2026-05-11,Emerging,Other
2321,1459,2026-08-24,Growing,Canada
2322,3657,2026-02-08,Emerging,India
2323,14427,2026-08-13,Established,Germany
2324,14293,2026-07-02,Emerging,India
2325,2064,2026-08-04,Emerging,United States
2326,10082,2026-02-04,Growing,United States
2327,993,2026-02-08,Growing,India
2328,5408,2026-02-23,Emerging,Other
2329,13176,2026-01-30,Growing,India
2330,6486,2026-04-04,Emerging,India
2331,7758,2026-07-26,Emerging,Canada
2332,8263,2026-04-25,Growing,United States
2333,8723,2026-01-01,Emerging,India
2334,9755,2026-05-08,Established,India
2335,6973,2026-07-19,Emerging,Nigeria
2336,475,2026-05-31,Growing,Nigeria
2337,2342,2026-08-02,Emerging,Nigeria
2338,5915,2026-03-17,Emerging,Nigeria
2339,3061,2026-06-12,Growing,United Kingdom
2340,7351,2026-05-05,Emerging,Nigeria
2341,11763,2026-03-18,Growing,India
2342,6222,2026-07-26,Emerging,United States
2343,6966,2026-05-31,Emerging,India
2344,9153,2026-03-19,Emerging,Other
2345,3198,2026-07-10,Growing,Other
2346,11460,2026-02-22,Growing,United States
2347,1061,2026-02-12,Emerging,India
2348,12068,2026-03-11,Growing,Other
2349,10077,2026-03-09,Growing,Canada
2350,7190,2026-04-16,Growing,Other
2351,10181,2026-08-02,Emerging,Nigeria
2352,12131,2026-05-29,Growing,Other
2353,10909,2026-01-09,Emerging,Other
2354,9348,2026-05-09,Emerging,United States
2355,13334,2026-02-26,Established,United Kingdom
2356,6647,2026-07-10,Growing,India
2357,14038,2026-01-18,Growing,United States
2358,3561,2026-04-30,Emerging,Other
2359,5440,2026-03-22,Growing,Germany
2360,14113,2026-03-08,Emerging,United States
2361,8380,2026-05-12,Growing,Other
2362,5630,2026-03-12,Emerging,Other
2363,5597,2026-05-08,Emerging,Canada
2364,10673,2026-06-22,Established,Other
2365,5863,2026-02-16,Emerging,Other
2366,6972,2026-06-29,Growing,United Kingdom
2367,10975,2026-06-09,Emerging,India
2368,5127,2026-03-19,Growing,India
2369,9884,2026-06-22,Emerging,India
2370,6703,2026-05-23,Emerging,India
2371,7432,2026-08-22,Emerging,United Kingdom
2372,4594,2026-05-23,Established,India
2373,14023,2026-02-14,Emerging,Nigeria
2374,10809,2026-05-08,Emerging,United Kingdom
2375,2164,2026-08-21,Growing,Germany
2376,4539,2026-03-23,Emerging,Other
2377,10864,2026-06-10,Established,India
2378,11786,2026-06-16,Emerging,India
2379,4665,2026-01-30,Emerging,Nigeria
2380,10655,2026-06-06,Emerging,Canada
2381,8710,2026-08-02,Established,United States
2382,757,2026-05-03,Growing,India
2383,4294,2026-06-24,Growing,Canada
2384,6653,2026-07-14,Growing,United States
2385,1379,2026-02-11,Established,United Kingdom
2386,6400,2026-05-28,Established,India
2387,12006,2026-01-23,Established,United States
2388,12079,2026-05-07,Emerging,United States
2389,14782,2026-05-29,Emerging,Other
2390,2951,2026-03-11,Emerging,United States
2391,7292,2026-08-15,Established,United States
2392,5823,2026-04-17,Established,Other
2393,2787,2026-02-16,Growing,United States
2394,3394,2026-04-24,Emerging,Other
2395,12104,2026-06-13,Emerging,India
2396,4380,2026-03-14,Growing,United Kingdom
2397,11891,2026-04-28,Emerging,United States
2398,1926,2026-05-21,Growing,Nigeria
2399,13777,2026-03-29,Emerging,India
2400,7179,2026-07-16,Emerging,Nigeria
2401,5828,2026-04-08,Established,India
2402,14907,2026-08-17,Emerging,United States
2403,12146,2026-03-20,Established,Canada
2404,7184,2026-04-18,Emerging,India
2405,13681,2026-01-23,Emerging,India
2406,3369,2026-01-02,Established,United States
2407,7689,2026-01-16,Growing,United States
2408,10119,2026-03-10,Established,United States
2409,4660,2026-01-08,Growing,India
2410,13726,2026-01-17,Growing,India
2411,11144,2026-07-16,Established,United States
2412,6436,2026-01-08,Emerging,India
2413,7858,2026-02-16,Emerging,Other
2414,4429,2026-08-07,Emerging,Nigeria
2415,14318,2026-08-17,Established,India
2416,7226,2026-04-22,Growing,Nigeria
2417,1200,2026-08-14,Emerging,India
2418,1887,2026-04-13,Emerging,Nigeria
2419,5041,2026-04-08,Emerging,Germany
2420,7224,2026-07-31,Growing,India
2421,65,2026-01-14,Growing,United States
2422,12172,2026-07-10,Established,United States
2423,1465,2026-03-13,Growing,Other
2424,14643,2026-07-20,Emerging,United States
2425,12429,2026-04-17,Growing,Nigeria
2426,6640,2026-02-08,Emerging,United Kingdom
2427,10981,2026-06-15,Growing,India
2428,11732,2026-04-29,Emerging,Germany
2429,14944,2026-07-20,Emerging,United States
2430,7972,2026-01-29,Emerging,United Kingdom
2431,8468,2026-07-07,Established,United States
2432,7103,2026-05-28,Emerging,India
2433,14304,2026-05-10,Growing,United States
2434,13928,2026-06-16,Emerging,Canada
2435,10629,2026-04-16,Emerging,United States
2436,3860,2026-08-08,Established,Canada
2437,3783,2026-01-02,Emerging,India
2438,13418,2026-07-17,Emerging,Nigeria
2439,8212,2026-08-15,Emerging,India
2440,13193,2026-08-13,Growing,United Kingdom
2441,5430,2026-06-02,Emerging,India
2442,14355,2026-06-25,Emerging,India
2443,6508,2026-05-06,Growing,United Kingdom
2444,13248,2026-02-12,Established,India
2445,14826,2026-08-24,Emerging,United States
2446,3183,2026-01-17,Growing,United States
2447,1032,2026-07-10,Growing,United States
2448,7265,2026-03-19,Emerging,India
2449,14666,2026-04-21,Growing,India
2450,9767,2026-02-18,Emerging,United States
2451,11147,2026-01-16,Established,India
2452,547,2026-04-19,Emerging,United States
2453,14107,2026-04-10,Growing,Nigeria
2454,10945,2026-03-04,Emerging,Other
2455,4435,2026-03-05,Established,Other
2456,3714,2026-01-07,Emerging,Germany
2457,1763,2026-04-25,Growing,India
2458,5095,2026-07-07,Established,United Kingdom
2459,12535,2026-06-25,Emerging,Nigeria
2460,14387,2026-06-22,Established,India
2461,11733,2026-02-05,Growing,India
2462,10284,2026-06-13,Emerging,India
2463,1713,2026-08-03,Emerging,United States
2464,3724,2026-06-25,Growing,Other
2465,5698,2026-06-07,Emerging,Germany
2466,6723,2026-08-05,Emerging,India
2467,3931,2026-01-25,Established,United States
2468,4388,2026-02-01,Established,United States
2469,4790,2026-07-29,Emerging,India
2470,6542,2026-03-29,Emerging,India
2471,1298,2026-07-22,Established,India
2472,6297,2026-07-22,Growing,United Kingdom
2473,1135,2026-08-06,Growing,Other
2474,12116,2026-01-06,Emerging,India
2475,14079,2026-05-24,Growing,India
2476,7973,2026-06-10,Growing,United Kingdom
2477,14529,2026-08-23,Emerging,Nigeria
2478,13120,2026-02-22,Growing,Nigeria
2479,851,2026-02-27,Emerging,Germany
2480,8312,2026-01-19,Growing,India
2481,2609,2026-08-17,Emerging,India
2482,14714,2026-04-12,Emerging,Canada
2483,3738,2026-03-10,Emerging,United States
2484,2971,2026-05-05,Emerging,India
2485,11976,2026-05-09,Emerging,United States
2486,8846,2026-02-26,Emerging,India
2487,4493,2026-05-25,Growing,Other
2488,8533,2026-05-11,Emerging,Canada
2489,4689,2026-01-23,Emerging,United States
2490,2866,2026-05-01,Established,India
2491,7007,2026-05-05,Emerging,Other
2492,10371,2026-08-18,Emerging,India
2493,10054,2026-01-04,Emerging,Other
2494,6672,2026-03-17,Established,United States
2495,11862,2026-08-23,Emerging,India
2496,9559,2026-01-28,Emerging,Other
2497,7214,2026-03-22,Growing,United States
2498,10931,2026-04-13,Growing,Canada
2499,2144,2026-08-12,Established,Nigeria
2500,13894,2026-01-12,Growing,United States
2501,4223,2026-02-25,Emerging,Other
2502,926,2026-02-16,Growing,Germany
2503,7555,2026-06-28,Emerging,Other
2504,6917,2026-08-03,Growing,United Kingdom
2505,6491,2026-06-27,Growing,United Kingdom
2506,9788,2026-07-09,Growing,United States
2507,2997,2026-02-24,Emerging,Nigeria
2508,11713,2026-08-13,Emerging,United Kingdom
2509,14159,2026-05-05,Emerging,United States
2510,8084,2026-04-12,Top Creator,India
2511,12078,2026-08-13,Emerging,United States
2512,6116,2026-06-08,Growing,United States
2513,3485,2026-04-16,Emerging,India
2514,14062,2026-01-16,Emerging,Other
2515,1000,2026-02-19,Emerging,India
2516,13558,2026-05-15,Growing,United States
2517,4738,2026-04-30,Growing,United Kingdom
2518,3580,2026-02-27,Growing,United Kingdom
2519,2137,2026-01-02,Growing,Other
2520,8115,2026-07-16,Emerging,India
2521,11070,2026-06-18,Growing,India
2522,9474,2026-03-17,Growing,United States
2523,9062,2026-05-25,Growing,Nigeria
2524,10301,2026-07-14,Growing,United States
2525,13780,2026-01-29,Emerging,Other
2526,1840,2026-08-03,Established,India
2527,11444,2026-08-02,Top Creator,Nigeria
2528,8392,2026-04-21,Growing,Other
2529,13955,2026-02-20,Emerging,India
2530,12258,2026-02-12,Emerging,Nigeria
2531,9573,2026-03-16,Emerging,India
2532,3469,2026-04-21,Emerging,United States
2533,13953,2026-05-11,Top Creator,Germany
2534,14206,2026-08-20,Emerging,India
2535,3951,2026-07-13,Growing,Other
2536,5765,2026-07-22,Established,United Kingdom
2537,6878,2026-01-31,Established,Nigeria
2538,10369,2026-07-18,Growing,United Kingdom
2539,842,2026-07-09,Emerging,United Kingdom
2540,1014,2026-08-17,Emerging,India
2541,6343,2026-07-02,Established,United Kingdom
2542,14830,2026-01-23,Established,Canada
2543,2372,2026-05-30,Emerging,United Kingdom
2544,470,2026-01-24,Emerging,India
2545,10050,2026-01-07,Growing,Other
2546,6084,2026-01-20,Emerging,India
2547,1054,2026-02-03,Emerging,India
2548,4100,2026-03-30,Established,India
2549,1225,2026-05-11,Emerging,India
2550,13861,2026-05-05,Growing,United States
2551,930,2026-02-25,Emerging,India
2552,2911,2026-07-20,Growing,United States
2553,3402,2026-06-23,Growing,United States
2554,8393,2026-01-02,Emerging,India
2555,10903,2026-03-30,Emerging,Germany
2556,299,2026-04-07,Emerging,India
2557,8476,2026-04-15,Growing,Canada
2558,14289,2026-02-17,Emerging,India
2559,4246,2026-05-06,Emerging,United Kingdom
2560,8884,2026-06-30,Emerging,United States
2561,2657,2026-07-12,Emerging,Nigeria
2562,532,2026-01-15,Emerging,Other
2563,12935,2026-03-12,Growing,Nigeria
2564,14788,2026-07-13,Growing,Nigeria
2565,1853,2026-08-21,Emerging,India
2566,1626,2026-04-02,Established,India
2567,8545,2026-08-10,Emerging,India
2568,3626,2026-01-03,Growing,Other
2569,7766,2026-01-11,Growing,Nigeria
2570,10823,2026-06-06,Established,India
2571,3354,2026-03-09,Established,United States
2572,4445,2026-01-31,Growing,United Kingdom
2573,2417,2026-01-22,Growing,Canada
2574,11717,2026-04-13,Growing,United States
2575,9700,2026-02-24,Emerging,United States
2576,6546,2026-01-22,Emerging,United States
2577,10091,2026-03-19,Emerging,Other
2578,4017,2026-02-16,Emerging,Germany
2579,8053,2026-02-04,Growing,United Kingdom
2580,13612,2026-06-17,Established,Other
2581,12239,2026-01-31,Growing,India
2582,12598,2026-07-21,Established,India
2583,5241,2026-03-30,Emerging,India
2584,7356,2026-08-16,Established,Nigeria
2585,5050,2026-01-04,Emerging,India
2586,7036,2026-03-20,Established,Nigeria
2587,3840,2026-02-13,Growing,Canada
2588,14893,2026-05-16,Top Creator,India
2589,5838,2026-03-02,Growing,India
2590,14623,2026-07-12,Emerging,India
2591,14954,2026-03-21,Emerging,Other
2592,3615,2026-03-19,Established,Other
2593,7419,2026-07-05,Growing,India
2594,2752,2026-06-23,Established,India
2595,1356,2026-06-15,Emerging,United States
2596,8010,2026-05-07,Emerging,India
2597,12943,2026-04-11,Emerging,United Kingdom
2598,9351,2026-02-07,Growing,India
2599,8202,2026-01-28,Emerging,India
2600,2561,2026-07-21,Growing,India
2601,4254,2026-03-29,Emerging,United States
2602,10055,2026-05-18,Growing,United States
2603,6231,2026-04-11,Growing,Canada
2604,12453,2026-03-26,Emerging,United States
2605,6706,2026-06-01,Emerging,United States
2606,6166,2026-07-08,Growing,Other
2607,2862,2026-01-15,Established,India
2608,12760,2026-05-25,Emerging,Canada
2609,1290,2026-05-10,Growing,Nigeria
2610,7453,2026-01-17,Established,Other
2611,954,2026-04-09,Growing,India
2612,4917,2026-04-19,Established,Other
2613,3243,2026-04-27,Established,Nigeria
2614,4915,2026-08-13,Established,India
2615,7257,2026-07-25,Growing,Nigeria
2616,807,2026-03-12,Growing,India
2617,13799,2026-05-20,Emerging,United States
2618,10089,2026-03-09,Emerging,India
2619,11755,2026-07-20,Emerging,India
2620,11650,2026-02-02,Emerging,India
2621,12583,2026-02-17,Emerging,India
2622,11987,2026-08-22,Emerging,India
2623,1323,2026-05-30,Emerging,India
2624,145,2026-05-15,Emerging,India
2625,14635,2026-05-19,Emerging,Other
2626,13079,2026-03-31,Emerging,India
2627,11246,2026-06-24,Growing,Nigeria
2628,7109,2026-02-13,Growing,India
2629,14173,2026-07-27,Established,Nigeria
2630,535,2026-07-07,Growing,United States
2631,11875,2026-08-09,Emerging,Nigeria
2632,10653,2026-04-30,Growing,United States
2633,1954,2026-06-22,Growing,India
2634,10589,2026-01-29,Emerging,Other
2635,10215,2026-04-12,Growing,Nigeria
2636,190,2026-05-31,Emerging,United States
2637,7735,2026-04-21,Growing,India
2638,8177,2026-02-22,Emerging,United States
2639,2966,2026-08-18,Growing,India
2640,10537,2026-06-09,Emerging,India
2641,3405,2026-05-29,Emerging,United Kingdom
2642,7700,2026-03-22,Growing,Other
2643,11229,2026-03-07,Established,Nigeria
2644,898,2026-06-13,Emerging,India
2645,14391,2026-07-17,Growing,Other
2646,10139,2026-01-03,Emerging,Nigeria
2647,6659,2026-04-06,Emerging,Canada
2648,8937,2026-05-10,Emerging,United Kingdom
2649,8007,2026-01-22,Growing,Canada
2650,9302,2026-07-16,Growing,United States
2651,11662,2026-05-01,Growing,United States
2652,10796,2026-01-08,Emerging,United Kingdom
2653,1480,2026-01-01,Emerging,Germany
2654,11292,2026-04-09,Emerging,Nigeria
2655,1028,2026-01-30,Growing,Germany
2656,64,2026-03-01,Emerging,United Kingdom
2657,11213,2026-01-16,Emerging,India
2658,3343,2026-05-16,Growing,United Kingdom
2659,349,2026-01-09,Established,India
2660,11461,2026-07-19,Emerging,India
2661,13484,2026-08-23,Growing,India
2662,400,2026-02-02,Emerging,Canada
2663,13567,2026-02-05,Emerging,India
2664,7213,2026-07-15,Established,Canada
2665,13886,2026-06-22,Emerging,India
2666,7985,2026-01-03,Emerging,United States
2667,7914,2026-04-09,Established,United States
2668,653,2026-06-12,Emerging,India
2669,5799,2026-04-17,Growing,India
2670,12786,2026-02-17,Emerging,India
2671,6981,2026-02-06,Emerging,Nigeria
2672,3734,2026-06-14,Emerging,India
2673,4411,2026-06-14,Emerging,Other
2674,11450,2026-01-28,Emerging,Other
2675,1934,2026-01-29,Growing,Other
2676,7808,2026-01-13,Emerging,United States
2677,11696,2026-01-30,Emerging,United States
2678,13666,2026-06-30,Emerging,Germany
2679,9138,2026-01-10,Growing,India
2680,2270,2026-01-12,Growing,United States
2681,3827,2026-06-04,Established,United Kingdom
2682,2972,2026-02-27,Top Creator,Other
2683,9490,2026-03-29,Established,United States
2684,1665,2026-05-28,Growing,Other
2685,9934,2026-02-16,Growing,Other
2686,13884,2026-01-16,Emerging,India
2687,7309,2026-08-06,Emerging,Canada
2688,9164,2026-03-04,Growing,India
2689,1314,2026-07-22,Emerging,India
2690,3523,2026-07-05,Emerging,Canada
2691,4849,2026-07-05,Emerging,Nigeria
