content_id,snapshot_date,views,likes,comments,recreates,shares,avg_watch_seconds,watch_minutes
11372,2026-08-31,594,33,2,0,3,7.49,74.15
11373,2026-08-31,4883,123,11,4,80,4.45,362.0
11374,2026-08-31,98,5,1,1,1,8.32,13.58
11375,2026-08-31,79,10,1,0,4,6.3,8.3
11376,2026-08-31,184,9,2,0,2,9.12,27.97
11377,2026-08-31,186,14,1,0,1,10.74,33.31
11378,2026-08-31,1191,103,15,4,11,11.72,232.63
11379,2026-08-31,857,24,1,3,7,8.32,118.83
11380,2026-08-31,2254,86,3,3,17,8.55,321.04
11381,2026-08-31,1764,111,13,1,26,10.45,307.29
11382,2026-08-31,141,13,1,0,3,4.79,11.26
11383,2026-08-31,625,43,1,4,5,5.41,56.4
11384,2026-08-31,3366,193,21,8,34,2.34,131.22
11385,2026-08-31,1131,61,1,0,19,8.5,160.16
11386,2026-08-31,160,10,1,0,2,7.03,18.73
11387,2026-08-31,1264,68,6,0,24,14.02,295.42
11388,2026-08-31,933,65,5,4,3,11.0,171.09
11389,2026-08-31,1022,62,4,3,3,7.28,124.08
11390,2026-08-31,1281,150,7,9,20,5.22,111.4
11391,2026-08-31,159,7,2,0,3,6.88,18.23
11392,2026-08-31,3175,141,10,7,28,7.88,416.85
11393,2026-08-31,243,9,1,1,3,8.1,32.81
11394,2026-08-31,10470,784,52,28,57,7.36,1284.71
11395,2026-08-31,238,21,5,0,1,6.06,24.03
11396,2026-08-31,677,21,2,1,2,7.96,89.84
11397,2026-08-31,321,13,0,3,2,1.5,8.02
11398,2026-08-31,291,21,1,0,11,11.98,58.12
11399,2026-08-31,824,59,4,7,11,6.71,92.19
11400,2026-08-31,476,26,4,0,2,5.57,44.19
11401,2026-08-31,1694,67,8,0,39,10.35,292.3
11402,2026-08-31,180,26,3,1,1,9.52,28.56
11403,2026-08-31,2074,90,6,5,35,6.46,223.47
11404,2026-08-31,357,22,0,1,4,6.86,40.84
11405,2026-08-31,4386,246,14,11,53,5.86,428.1
11406,2026-08-31,6799,339,30,16,155,7.66,867.66
11407,2026-08-31,1037,44,4,2,4,8.27,143.01
11408,2026-08-31,204,14,1,0,2,11.77,40.01
11409,2026-08-31,96,6,0,0,0,10.99,17.59
11410,2026-08-31,1738,134,14,5,15,8.31,240.66
11411,2026-08-31,1884,150,15,2,16,7.63,239.47
11412,2026-08-31,2536,247,14,3,45,5.83,246.26
11413,2026-08-31,1012,65,8,0,10,9.57,161.33
11414,2026-08-31,1898,134,6,0,17,14.61,462.26
11415,2026-08-31,133,4,0,0,2,2.77,6.13
11416,2026-08-31,614,30,0,0,7,10.59,108.41
11417,2026-08-31,300,34,0,2,3,8.89,44.43
11418,2026-08-31,1400,126,14,3,14,7.46,173.98
11419,2026-08-31,312,40,2,3,4,8.22,42.72
11420,2026-08-31,709,61,3,2,13,9.24,109.2
11421,2026-08-31,103,6,1,1,0,8.32,14.28
11422,2026-08-31,8214,738,60,17,70,1.5,205.35
11423,2026-08-31,1413,68,4,4,25,2.79,65.59
11424,2026-08-31,135,11,1,1,1,7.06,15.87
11425,2026-08-31,1342,83,11,4,27,11.97,267.75
11426,2026-08-31,15022,812,77,44,237,7.65,1916.27
11427,2026-08-31,2046,219,20,3,11,7.85,267.71
11428,2026-08-31,408,32,4,0,6,5.07,34.49
11429,2026-08-31,7452,581,56,39,68,6.94,861.72
11430,2026-08-31,842,53,1,2,8,8.6,120.64
11431,2026-08-31,2904,206,21,10,40,10.58,511.96
11432,2026-08-31,752,48,4,1,12,11.06,138.64
11433,2026-08-31,1045,60,1,3,1,11.88,206.82
11434,2026-08-31,378,22,2,1,3,6.03,37.96
11435,2026-08-31,491,17,0,0,5,10.44,85.4
11436,2026-08-31,972,84,18,2,8,9.84,159.4
11437,2026-08-31,1227,72,0,2,7,6.41,130.99
11438,2026-08-31,675,35,3,2,13,10.44,117.46
11439,2026-08-31,3339,222,28,8,46,3.04,169.19
11440,2026-08-31,1162,58,5,3,11,10.5,203.43
11441,2026-08-31,1239,123,4,8,22,1.5,30.98
11442,2026-08-31,13995,565,52,11,148,8.08,1884.7
11443,2026-08-31,385,26,1,0,4,5.43,34.81
11444,2026-08-31,1012,85,3,1,12,8.95,150.93
11445,2026-08-31,3224,180,19,8,30,17.19,923.79
11446,2026-08-31,2892,245,31,2,21,7.98,384.43
11447,2026-08-31,303,24,4,1,1,9.98,50.38
11448,2026-08-31,85,9,1,0,0,9.66,13.69
11449,2026-08-31,603,57,3,4,7,4.66,46.79
11450,2026-08-31,496,28,4,2,4,6.62,54.74
11451,2026-08-31,185,7,0,0,4,4.22,13.01
11452,2026-08-31,4637,399,33,14,17,9.55,737.95
11453,2026-08-31,328,10,2,1,5,13.13,71.77
11454,2026-08-31,274,13,1,1,2,7.8,35.62
11455,2026-08-31,19125,1056,71,28,13,6.33,2016.44
11456,2026-08-31,6778,333,31,10,124,4.47,505.38
11457,2026-08-31,49479,2381,255,102,972,5.39,4441.11
11458,2026-08-31,893,30,1,1,17,12.6,187.48
11459,2026-08-31,480,40,1,1,4,8.34,66.75
11460,2026-08-31,907,45,1,0,7,9.71,146.78
11461,2026-08-31,26,0,0,0,1,5.41,2.35
11462,2026-08-31,7774,544,49,52,65,10.86,1407.37
11463,2026-08-31,722,74,4,1,6,9.59,115.46
11464,2026-08-31,604,59,3,2,9,10.52,105.9
11465,2026-08-31,168,13,1,0,1,10.69,29.93
11466,2026-08-31,8642,641,52,22,64,10.59,1525.35
11467,2026-08-31,2441,104,13,1,29,5.28,214.78
11468,2026-08-31,863,34,6,0,21,10.67,153.44
11469,2026-08-31,2652,150,13,2,37,9.6,424.36
11470,2026-08-31,327,21,2,0,1,9.79,53.33
11471,2026-08-31,350,27,3,1,2,10.66,62.17
11472,2026-08-31,382,21,1,1,7,7.12,45.35
11473,2026-08-31,1594,118,8,2,13,7.44,197.63
11474,2026-08-31,3810,284,23,15,61,8.34,529.89
11475,2026-08-31,403,24,1,0,4,7.12,47.85
11476,2026-08-31,835,52,7,1,11,11.59,161.28
11477,2026-08-31,4141,274,27,7,35,11.03,761.54
11478,2026-08-31,608,57,2,8,12,12.4,125.61
11479,2026-08-31,361,24,2,1,6,3.27,19.7
11480,2026-08-31,2272,169,13,8,9,8.02,303.7
11481,2026-08-31,1499,93,2,5,11,8.02,200.31
11482,2026-08-31,57,1,0,0,0,4.63,4.4
11483,2026-08-31,1619,52,1,4,20,7.81,210.75
11484,2026-08-31,683,44,7,1,4,8.34,94.91
11485,2026-08-31,1587,42,3,0,18,7.07,187.13
11486,2026-08-31,1013,48,2,1,14,3.29,55.53
11487,2026-08-31,886,52,3,3,12,10.06,148.59
11488,2026-08-31,3526,256,14,16,43,12.34,725.16
11489,2026-08-31,203,15,0,2,1,8.6,29.09
11490,2026-08-31,1881,116,5,6,29,5.45,170.94
11491,2026-08-31,157,12,0,1,0,2.47,6.47
11492,2026-08-31,2613,128,12,6,19,7.15,311.52
11493,2026-08-31,1180,78,11,0,20,12.03,236.52
11494,2026-08-31,5376,310,10,6,80,13.58,1216.81
11495,2026-08-31,14598,463,34,18,104,11.07,2693.59
11496,2026-08-31,278,12,1,0,3,6.22,28.83
11497,2026-08-31,1193,86,6,4,16,5.03,100.04
11498,2026-08-31,67,2,0,0,0,5.53,6.18
11499,2026-08-31,147,9,0,0,2,10.08,24.71
11500,2026-08-31,1317,50,2,2,7,4.56,100.09
11501,2026-08-31,710,36,3,1,7,16.8,198.79
11502,2026-08-31,1591,119,7,14,12,8.02,212.53
11503,2026-08-31,977,50,3,3,14,12.57,204.66
11504,2026-08-31,1968,168,2,7,23,7.79,255.57
11505,2026-08-31,331,16,1,1,3,9.19,50.68
11506,2026-08-31,1558,96,14,5,30,5.42,140.7
11507,2026-08-31,2541,166,10,7,28,4.35,184.05
11508,2026-08-31,4415,331,35,19,77,8.69,639.42
11509,2026-08-31,5700,427,33,16,74,4.11,390.72
11510,2026-08-31,244,8,1,0,4,5.03,20.44
11511,2026-08-31,1137,78,12,0,10,8.16,154.67
11512,2026-08-31,427,12,0,0,4,7.59,54.0
11513,2026-08-31,1443,120,7,8,4,13.02,313.2
11514,2026-08-31,2002,41,4,2,32,2.29,76.38
11515,2026-08-31,349,36,3,0,3,7.87,45.8
11516,2026-08-31,427,17,1,1,6,5.51,39.25
11517,2026-08-31,3840,374,37,14,32,9.06,579.74
11518,2026-08-31,410,25,0,1,2,6.17,42.14
11519,2026-08-31,1352,103,9,2,11,11.03,248.46
11520,2026-08-31,405,18,1,0,6,9.44,63.7
11521,2026-08-31,2418,159,10,7,24,9.09,366.24
11522,2026-08-31,543,21,2,0,10,12.22,110.61
11523,2026-08-31,963,64,4,3,16,4.49,72.11
11524,2026-08-31,198,13,1,1,2,14.13,46.64
11525,2026-08-31,783,44,2,1,9,12.93,168.8
11526,2026-08-31,2094,219,11,8,18,11.9,415.29
11527,2026-08-31,945,54,0,2,0,7.32,115.24
11528,2026-08-31,1291,73,5,1,4,4.34,93.35
11529,2026-08-31,591,28,1,1,11,13.26,130.61
11530,2026-08-31,341,29,3,1,6,7.5,42.63
11531,2026-08-31,3933,155,12,8,26,9.51,623.67
11532,2026-08-31,1664,77,8,2,18,12.96,359.44
11533,2026-08-31,189,13,3,1,3,13.16,41.44
11534,2026-08-31,579,23,3,1,6,5.34,51.54
11535,2026-08-31,208,23,3,0,2,5.76,19.95
11536,2026-08-31,127,6,1,0,1,7.63,16.16
11537,2026-08-31,3238,218,15,4,43,8.52,459.72
11538,2026-08-31,2324,164,23,6,17,10.16,393.58
11539,2026-08-31,158,16,1,0,7,7.08,18.65
11540,2026-08-31,3531,302,27,7,32,4.76,280.11
11541,2026-08-31,3345,212,7,9,47,7.58,422.75
11542,2026-08-31,1732,88,11,7,19,7.63,220.15
11543,2026-08-31,6410,359,40,4,81,4.27,456.4
11544,2026-08-31,3921,108,12,7,57,9.96,650.89
11545,2026-08-31,682,43,2,3,8,3.4,38.64
11546,2026-08-31,647,31,4,0,10,12.15,130.97
11547,2026-08-31,59714,3799,212,65,635,1.5,1492.85
11548,2026-08-31,437,30,3,0,4,8.85,64.48
11549,2026-08-31,460,30,4,2,5,8.84,67.74
11550,2026-08-31,1119,37,5,0,14,8.51,158.75
11551,2026-08-31,14572,542,21,24,160,13.26,3221.36
11552,2026-08-31,234,14,1,0,0,8.54,33.31
11553,2026-08-31,2017,230,15,10,9,9.5,319.36
11554,2026-08-31,7504,212,30,11,108,11.93,1492.12
11555,2026-08-31,262,12,0,2,2,7.3,31.86
11556,2026-08-31,869,64,1,4,7,6.63,96.01
11557,2026-08-31,1528,109,5,2,25,7.6,193.49
11558,2026-08-31,1064,62,5,4,14,4.1,72.78
11559,2026-08-31,88,11,0,0,1,7.97,11.68
11560,2026-08-31,1110,81,6,3,16,9.25,171.21
11561,2026-08-31,7650,567,58,6,90,4.2,535.0
11562,2026-08-31,2639,134,9,4,49,6.96,306.33
11563,2026-08-31,429,12,1,0,2,9.56,68.36
11564,2026-08-31,474,34,4,0,12,8.2,64.81
11565,2026-08-31,2191,221,24,3,9,7.03,256.55
11566,2026-08-31,2937,170,11,5,24,4.76,232.86
11567,2026-08-31,107,4,0,0,1,12.63,22.52
11568,2026-08-31,2094,73,7,4,33,10.76,375.62
11569,2026-08-31,1032,57,3,5,17,4.55,78.24
11570,2026-08-31,3157,266,28,12,15,11.86,624.13
11571,2026-08-31,1393,83,6,1,31,7.74,179.68
11572,2026-08-31,1006,88,10,3,9,9.85,165.15
11573,2026-08-31,13712,1147,70,38,243,9.83,2247.52
11574,2026-08-31,952,61,4,3,5,7.82,124.08
11575,2026-08-31,394,23,2,0,2,4.88,32.04
11576,2026-08-31,578,24,1,0,12,11.29,108.8
11577,2026-08-31,2356,149,12,2,29,10.72,420.75
11578,2026-08-31,5385,187,11,7,117,14.78,1326.59
11579,2026-08-31,510,22,1,1,5,6.95,59.11
11580,2026-08-31,691,64,7,4,12,9.96,114.67
11581,2026-08-31,1155,80,3,3,6,5.61,107.97
11582,2026-08-31,4655,253,21,15,61,8.25,640.04
11583,2026-08-31,28299,1582,171,37,29,12.07,5692.32
11584,2026-08-31,15492,925,52,30,126,2.5,646.75
11585,2026-08-31,324,18,3,0,4,8.89,47.99
11586,2026-08-31,1871,109,6,5,26,5.83,181.77
11587,2026-08-31,2602,172,13,2,20,4.33,187.92
11588,2026-08-31,564,29,3,2,12,8.45,79.44
11589,2026-08-31,1177,59,5,1,8,10.03,196.66
11590,2026-08-31,617,57,6,3,16,8.96,92.16
11591,2026-08-31,5211,284,19,9,52,4.84,420.23
11592,2026-08-31,8069,578,46,35,120,12.81,1722.56
11593,2026-08-31,309,41,2,3,5,8.05,41.47
11594,2026-08-31,318,27,2,1,0,9.48,50.25
11595,2026-08-31,55,6,0,0,1,10.83,9.93
11596,2026-08-31,1186,41,7,1,6,5.8,114.65
11597,2026-08-31,422,26,2,1,2,9.55,67.14
11598,2026-08-31,38125,2933,128,126,712,6.55,4159.39
11599,2026-08-31,3706,96,10,2,22,6.46,398.91
11600,2026-08-31,404,40,0,0,3,7.52,50.61
11601,2026-08-31,262,15,3,0,2,9.78,42.69
11602,2026-08-31,953,64,4,0,25,7.57,120.31
11603,2026-08-31,2455,73,7,1,19,11.4,466.46
11604,2026-08-31,2053,200,12,10,10,9.59,328.09
11605,2026-08-31,2788,84,5,1,31,8.53,396.37
11606,2026-08-31,435,24,1,3,6,11.42,82.81
11607,2026-08-31,7516,583,62,11,116,11.08,1387.94
11608,2026-08-31,1090,137,7,7,11,7.24,131.6
11609,2026-08-31,2130,146,16,9,4,12.73,451.83
11610,2026-08-31,5454,270,21,5,88,8.15,740.87
11611,2026-08-31,1542,135,7,3,33,5.8,148.99
11612,2026-08-31,54,2,0,0,2,11.52,10.37
11613,2026-08-31,1436,116,7,2,4,4.75,113.73
11614,2026-08-31,138,5,0,0,2,6.73,15.48
11615,2026-08-31,394,28,2,0,2,7.77,51.04
11616,2026-08-31,4461,438,52,12,47,6.96,517.75
11617,2026-08-31,4834,326,40,6,19,5.29,425.82
11618,2026-08-31,835,80,12,2,12,10.51,146.3
11619,2026-08-31,1651,95,8,6,19,12.15,334.34
11620,2026-08-31,3876,262,34,17,17,12.96,837.27
11621,2026-08-31,868,75,4,6,17,8.12,117.47
11622,2026-08-31,1168,54,6,5,18,6.95,135.22
11623,2026-08-31,81,10,0,2,0,6.95,9.38
11624,2026-08-31,4493,323,17,15,60,5.89,440.85
11625,2026-08-31,357,17,3,1,1,8.48,50.45
11626,2026-08-31,215,12,1,1,2,8.42,30.18
11627,2026-08-31,1971,133,17,10,9,11.81,388.03
11628,2026-08-31,112,5,1,0,1,10.93,20.41
11629,2026-08-31,3817,241,12,15,70,3.61,229.84
11630,2026-08-31,3990,167,14,4,49,4.23,281.03
11631,2026-08-31,2320,47,4,0,12,8.92,344.73
11632,2026-08-31,824,74,4,4,14,10.97,150.64
11633,2026-08-31,1775,130,3,5,7,9.07,268.36
11634,2026-08-31,123,6,0,0,0,1.5,3.08
11635,2026-08-31,1409,97,6,6,15,10.7,251.29
11636,2026-08-31,4786,220,16,11,64,8.72,695.49
11637,2026-08-31,3911,316,20,6,86,7.61,496.14
11638,2026-08-31,2333,244,12,5,46,9.67,376.13
11639,2026-08-31,1100,62,2,6,7,12.48,228.89
11640,2026-08-31,799,56,6,2,12,9.85,131.18
11641,2026-08-31,513,35,1,2,12,10.31,88.15
11642,2026-08-31,347,35,0,0,1,7.46,43.12
11643,2026-08-31,940,42,1,3,16,8.05,126.04
11644,2026-08-31,99,5,2,0,0,8.12,13.4
11645,2026-08-31,746,51,3,0,7,10.79,134.14
11646,2026-08-31,3320,262,21,1,56,2.26,125.25
11647,2026-08-31,1868,110,10,2,11,3.27,101.68
11648,2026-08-31,317,22,1,1,5,8.89,46.98
11649,2026-08-31,914,65,4,0,13,9.35,142.36
11650,2026-08-31,1118,81,9,4,23,9.87,183.98
11651,2026-08-31,3291,257,32,12,28,12.54,687.78
11652,2026-08-31,1268,83,6,4,15,2.96,62.58
11653,2026-08-31,988,83,7,4,20,13.55,223.05
11654,2026-08-31,962,86,6,0,10,10.92,175.09
11655,2026-08-31,294,22,0,1,1,5.59,27.41
11656,2026-08-31,2977,193,9,3,39,7.19,356.83
11657,2026-08-31,952,53,5,1,11,9.95,157.86
11658,2026-08-31,361,9,2,0,5,8.27,49.79
11659,2026-08-31,7865,161,19,4,18,10.18,1334.88
11660,2026-08-31,20248,744,47,26,315,4.36,1470.96
11661,2026-08-31,3669,275,16,15,24,3.53,215.6
11662,2026-08-31,1297,57,6,6,16,16.08,347.59
11663,2026-08-31,469,42,1,3,1,8.91,69.68
11664,2026-08-31,205,17,3,1,2,8.46,28.9
11665,2026-08-31,681,30,5,1,8,8.74,99.23
11666,2026-08-31,143,12,1,0,5,12.88,30.71
11667,2026-08-31,1304,83,4,0,19,9.32,202.56
11668,2026-08-31,1447,118,6,2,8,10.54,254.17
11669,2026-08-31,1963,142,12,9,23,4.58,150.0
11670,2026-08-31,789,30,1,3,15,12.96,170.47
11671,2026-08-31,1336,81,9,6,37,6.1,135.89
11672,2026-08-31,883,47,5,3,9,8.14,119.8
11673,2026-08-31,887,97,6,4,8,11.15,164.78
11674,2026-08-31,779,49,2,2,10,8.25,107.13
11675,2026-08-31,9170,793,79,20,127,9.03,1380.02
11676,2026-08-31,998,50,3,1,21,9.96,165.64
11677,2026-08-31,628,69,0,1,4,8.13,85.11
11678,2026-08-31,500,29,3,1,7,9.73,81.11
11679,2026-08-31,1924,69,5,2,24,5.08,162.91
11680,2026-08-31,846,77,7,2,15,11.13,156.92
11681,2026-08-31,11658,1166,65,20,176,10.04,1950.22
11682,2026-08-31,939,78,5,5,19,5.52,86.31
11683,2026-08-31,638,27,1,2,1,3.88,41.25
11684,2026-08-31,500,25,0,0,8,11.17,93.1
11685,2026-08-31,3032,242,13,10,42,10.77,544.44
11686,2026-08-31,590,35,6,0,8,7.62,74.9
11687,2026-08-31,1893,161,15,12,35,6.44,203.3
11688,2026-08-31,1374,103,9,3,3,9.44,216.17
11689,2026-08-31,720,50,1,2,2,6.68,80.11
11690,2026-08-31,197,16,1,2,1,4.38,14.37
11691,2026-08-31,435,22,3,3,7,13.89,100.72
11692,2026-08-31,1396,64,6,1,20,6.79,157.96
11693,2026-08-31,876,71,4,1,18,8.15,119.06
11694,2026-08-31,3622,405,43,11,42,10.41,628.71
11695,2026-08-31,341,8,1,0,5,11.91,67.69
11696,2026-08-31,8176,780,54,36,101,9.14,1245.33
11697,2026-08-31,6967,583,41,32,78,10.54,1223.41
11698,2026-08-31,1899,148,9,6,23,4.67,147.92
11699,2026-08-31,290,25,4,2,1,7.59,36.7
11700,2026-08-31,3142,179,12,8,16,5.58,292.35
11701,2026-08-31,1050,70,7,2,11,9.51,166.36
11702,2026-08-31,2099,110,19,6,33,10.66,372.81
11703,2026-08-31,881,66,0,1,4,9.27,136.17
11704,2026-08-31,1150,59,2,0,5,10.88,208.57
11705,2026-08-31,24277,1505,85,70,206,9.77,3954.57
11706,2026-08-31,4275,360,9,6,67,8.59,611.84
11707,2026-08-31,253,23,1,1,2,14.16,59.72
11708,2026-08-31,254,20,1,0,2,8.78,37.17
11709,2026-08-31,2098,92,5,2,20,8.09,282.72
11710,2026-08-31,4549,523,31,23,51,4.07,308.47
11711,2026-08-31,1106,61,9,4,16,8.04,148.16
11712,2026-08-31,426,23,0,2,4,4.22,29.99
11713,2026-08-31,608,27,3,1,8,10.17,103.04
11714,2026-08-31,1740,170,8,3,3,9.9,287.01
11715,2026-08-31,1272,77,8,2,9,10.34,219.2
11716,2026-08-31,3384,193,15,8,41,10.29,580.14
11717,2026-08-31,3157,73,7,1,28,6.61,347.55
11718,2026-08-31,313,16,0,0,0,6.84,35.69
11719,2026-08-31,48,1,0,0,1,5.53,4.43
11720,2026-08-31,175,20,2,0,3,9.38,27.36
11721,2026-08-31,2680,148,13,10,51,5.14,229.55
11722,2026-08-31,7381,438,19,21,129,11.26,1385.56
11723,2026-08-31,299,21,0,0,2,8.54,42.55
11724,2026-08-31,1879,25,3,0,14,17.3,541.84
11725,2026-08-31,10198,815,24,17,188,13.53,2300.31
11726,2026-08-31,1404,67,5,2,7,11.67,273.09
11727,2026-08-31,3006,252,19,12,43,10.49,525.47
11728,2026-08-31,768,65,2,2,10,13.18,168.69
11729,2026-08-31,5266,333,39,13,45,9.13,801.1
11730,2026-08-31,49,2,0,0,0,6.6,5.39
11731,2026-08-31,393,41,1,0,3,7.65,50.12
11732,2026-08-31,352,50,5,2,8,11.39,66.85
11733,2026-08-31,708,60,7,0,5,6.18,72.94
11734,2026-08-31,5572,483,45,12,86,11.34,1052.72
11735,2026-08-31,163,10,1,0,3,13.11,35.61
11736,2026-08-31,5824,535,50,4,30,11.26,1093.17
11737,2026-08-31,6272,430,27,19,56,4.06,424.29
11738,2026-08-31,1063,73,3,2,18,7.59,134.41
11739,2026-08-31,4720,302,45,25,78,1.5,118.0
11740,2026-08-31,839,60,3,3,4,5.63,78.66
11741,2026-08-31,183,12,2,0,2,8.83,26.92
11742,2026-08-31,9494,660,46,21,114,7.94,1256.81
11743,2026-08-31,368,18,1,0,1,8.44,51.75
11744,2026-08-31,331,21,3,1,1,7.42,40.96
11745,2026-08-31,6337,353,39,26,163,11.2,1182.84
11746,2026-08-31,1053,63,5,3,9,3.47,60.89
11747,2026-08-31,7569,485,24,24,88,9.41,1186.82
11748,2026-08-31,527,37,3,0,11,9.84,86.39
11749,2026-08-31,1330,62,3,3,12,10.46,231.93
11750,2026-08-31,324,23,0,3,8,10.54,56.92
11751,2026-08-31,1690,139,4,8,4,7.86,221.52
11752,2026-08-31,368,51,5,1,5,12.23,75.04
11753,2026-08-31,2488,215,8,9,30,6.41,266.0
11754,2026-08-31,3818,189,19,3,54,6.86,436.36
11755,2026-08-31,464,38,2,1,9,12.31,95.16
11756,2026-08-31,1669,95,7,3,25,7.5,208.68
11757,2026-08-31,1720,127,7,4,16,11.44,327.87
11758,2026-08-31,2188,170,13,4,44,4.47,162.94
11759,2026-08-31,719,24,2,0,6,7.61,91.14
11760,2026-08-31,207,10,0,1,2,8.3,28.63
11761,2026-08-31,9909,756,56,14,180,10.95,1807.78
11762,2026-08-31,277,23,4,0,3,10.7,49.38
11763,2026-08-31,132,5,0,0,0,7.64,16.8
11764,2026-08-31,4100,253,13,12,26,9.25,631.74
11765,2026-08-31,305,14,1,1,5,6.84,34.75
11766,2026-08-31,229,8,0,0,2,7.49,28.6
11767,2026-08-31,586,51,3,0,6,5.59,54.63
11768,2026-08-31,538,52,4,0,5,7.73,69.28
11769,2026-08-31,133,7,0,1,0,8.71,19.31
11770,2026-08-31,255,11,0,0,6,7.97,33.85
11771,2026-08-31,324,10,0,1,3,8.62,46.57
11772,2026-08-31,1474,91,6,4,5,9.56,234.76
11773,2026-08-31,531,43,1,3,5,8.56,75.73
11774,2026-08-31,177,19,2,0,1,6.42,18.93
11775,2026-08-31,968,12,0,0,19,13.85,223.51
11776,2026-08-31,284,24,2,0,1,9.96,47.16
11777,2026-08-31,1043,68,6,1,22,12.1,210.4
11778,2026-08-31,3390,259,14,5,49,7.69,434.57
11779,2026-08-31,210,14,0,0,2,6.5,22.75
11780,2026-08-31,56,3,0,0,0,8.44,7.88
11781,2026-08-31,1580,111,13,0,19,5.44,143.36
11782,2026-08-31,660,41,4,1,7,9.38,103.14
11783,2026-08-31,1840,73,3,0,28,10.72,328.86
11784,2026-08-31,1601,129,6,4,19,9.26,247.19
11785,2026-08-31,854,71,11,3,19,8.92,126.98
11786,2026-08-31,792,59,2,0,5,4.97,65.66
11787,2026-08-31,1342,65,4,1,16,4.22,94.28
11788,2026-08-31,1016,89,4,1,15,5.28,89.44
11789,2026-08-31,920,34,2,1,12,11.73,179.9
11790,2026-08-31,517,10,0,0,2,11.79,101.61
11791,2026-08-31,26,1,0,0,0,7.12,3.09
11792,2026-08-31,2424,178,16,9,8,11.56,467.0
11793,2026-08-31,587,53,5,1,2,6.72,65.73
11794,2026-08-31,5157,323,27,9,37,7.27,624.82
11795,2026-08-31,490,31,1,0,12,9.14,74.68
11796,2026-08-31,384,23,0,0,2,6.92,44.31
11797,2026-08-31,2293,149,2,4,12,11.27,430.77
11798,2026-08-31,91,2,0,0,2,8.63,13.08
11799,2026-08-31,12197,715,57,43,206,10.09,2050.37
11800,2026-08-31,547,24,0,1,2,6.56,59.78
11801,2026-08-31,344,11,1,1,4,10.03,57.48
11802,2026-08-31,966,73,5,3,22,7.03,113.18
11803,2026-08-31,433,26,3,1,2,13.14,94.82
11804,2026-08-31,1581,141,7,0,16,6.83,180.1
11805,2026-08-31,1470,120,9,3,27,9.0,220.5
11806,2026-08-31,2274,102,11,1,15,6.59,249.92
11807,2026-08-31,1432,105,6,10,19,14.5,346.12
11808,2026-08-31,744,28,3,1,6,4.94,61.29
11809,2026-08-31,588,50,4,0,2,4.1,40.18
11810,2026-08-31,1601,119,9,4,25,8.89,237.22
11811,2026-08-31,279,17,0,0,5,10.28,47.8
11812,2026-08-31,2627,198,18,10,33,9.28,406.3
11813,2026-08-31,233,17,0,2,2,7.75,30.12
11814,2026-08-31,437,39,3,3,5,5.73,41.77
11815,2026-08-31,3909,215,15,8,34,10.09,657.05
11816,2026-08-31,170,14,0,0,0,7.23,20.49
11817,2026-08-31,440,16,1,0,6,13.9,101.93
11818,2026-08-31,485,23,0,3,7,7.44,60.1
11819,2026-08-31,1020,29,4,0,11,10.43,177.28
11820,2026-08-31,336,37,3,1,3,6.35,35.56
11821,2026-08-31,2156,202,18,3,32,12.47,448.05
11822,2026-08-31,1199,87,2,1,22,8.97,179.24
11823,2026-08-31,128,0,0,0,2,11.11,23.7
11824,2026-08-31,9686,606,47,16,196,11.97,1932.98
11825,2026-08-31,1340,77,3,1,1,7.53,168.11
11826,2026-08-31,1039,85,8,1,14,6.73,116.55
11827,2026-08-31,1752,95,12,7,11,8.09,236.17
11828,2026-08-31,65,2,0,0,0,8.33,9.02
11829,2026-08-31,5709,419,35,19,49,5.14,488.94
11830,2026-08-31,2122,155,13,5,30,5.33,188.58
11831,2026-08-31,423,33,2,2,2,17.7,124.77
11832,2026-08-31,1289,88,16,4,26,9.8,210.59
11833,2026-08-31,1269,94,9,1,16,1.68,35.54
11834,2026-08-31,75,2,0,1,4,9.41,11.77
11835,2026-08-31,6627,597,39,41,89,6.59,727.43
11836,2026-08-31,427,11,1,0,9,10.4,74.04
11837,2026-08-31,341,36,4,3,5,10.38,59.0
11838,2026-08-31,801,45,4,0,6,8.19,109.32
11839,2026-08-31,758,36,5,0,14,6.99,88.3
11840,2026-08-31,1795,117,18,1,16,7.32,218.9
11841,2026-08-31,441,34,3,2,2,7.84,57.59
11842,2026-08-31,321,12,0,0,1,13.21,70.68
11843,2026-08-31,1140,73,6,7,18,6.96,132.24
11844,2026-08-31,106,3,0,0,0,6.69,11.82
11845,2026-08-31,127,12,1,0,1,7.39,15.65
11846,2026-08-31,2329,51,13,0,43,7.03,272.8
11847,2026-08-31,2669,212,21,9,35,2.55,113.23
11848,2026-08-31,1022,88,12,5,11,14.4,245.35
11849,2026-08-31,818,64,6,3,7,10.23,139.41
11850,2026-08-31,220,15,1,1,3,6.74,24.71
11851,2026-08-31,645,3,0,1,5,8.51,91.43
11852,2026-08-31,4835,314,32,7,68,11.3,910.74
11853,2026-08-31,370,24,3,0,5,8.63,53.19
11854,2026-08-31,4061,246,13,6,28,5.11,345.96
11855,2026-08-31,465,48,7,0,2,9.89,76.62
11856,2026-08-31,4029,209,23,7,69,4.81,323.17
11857,2026-08-31,106,5,1,0,0,9.91,17.51
11858,2026-08-31,1108,81,11,0,11,4.26,78.64
11859,2026-08-31,588,52,5,1,12,10.37,101.64
